0,210.0,218.0,255.0,0,""
1,75.0,83.0,123.0,0,""
2,206.0,217.0,255.0,0,""
3,84.0,92.0,132.0,0,""
4,208.0,216.0,255.0,0,""
5,79.0,91.0,131.0,0,""
6,204.0,213.0,255.0,0,""
7,168.0,189.0,240.0,0,""
8,198.0,209.0,253.0,0,""
9,208.0,216.0,253.0,0,""
10,73.0,83.0,123.0,0,""
11,206.0,217.0,255.0,0,""
12,79.0,87.0,127.0,0,""
13,200.0,209.0,252.0,0,""
14,84.0,92.0,132.0,0,""
15,199.0,208.0,251.0,0,""
16,60.0,82.0,130.0,0,""
17,199.0,209.0,249.0,0,""
18,200.0,212.0,254.0,0,""
19,72.0,81.0,124.0,0,""
20,204.0,214.0,254.0,0,""
21,78.0,84.0,131.0,0,""
22,193.0,206.0,252.0,0,""
23,82.0,88.0,129.0,0,""
24,201.0,209.0,255.0,0,""
25,80.0,85.0,124.0,0,""
26,201.0,211.0,251.0,0,""
27,137.0,173.0,227.0,0,""
28,72.0,80.0,120.0,0,""
29,203.0,211.0,255.0,0,""
30,77.0,82.0,127.0,0,""
31,197.0,207.0,255.0,0,""
32,83.0,92.0,130.0,0,""
33,184.0,201.0,250.0,0,""
34,80.0,89.0,127.0,0,""
35,64.0,83.0,140.0,0,""
36,111.0,168.0,229.0,0,""
37,74.0,82.0,122.0,0,""
38,129.0,169.0,218.0,0,""
39,82.0,88.0,131.0,0,""
40,113.0,153.0,206.0,0,""
41,83.0,92.0,130.0,0,""
42,100.0,125.0,181.0,0,""
43,77.0,90.0,128.0,0,""
44,58.0,80.0,146.0,0,""
45,102.0,151.0,219.0,0,""
46,51.0,68.0,125.0,0,""
47,126.0,167.0,222.0,0,""
48,72.0,84.0,124.0,0,""
49,122.0,150.0,210.0,0,""
50,83.0,92.0,130.0,0,""
51,108.0,138.0,195.0,0,""
52,77.0,93.0,130.0,0,""
53,67.0,82.0,144.0,0,""
54,63.0,86.0,131.0,0,""
55,49.0,70.0,132.0,0,""
56,136.0,171.0,227.0,0,""
57,70.0,83.0,121.0,0,""
58,111.0,155.0,209.0,0,""
59,83.0,92.0,130.0,0,""
60,122.0,153.0,208.0,0,""
61,80.0,90.0,130.0,0,""
62,52.0,73.0,125.0,0,""
63,104.0,108.0,159.0,0,?
64,50.0,69.0,130.0,0,""
65,136.0,170.0,224.0,0,""
66,66.0,80.0,128.0,0,""
67,138.0,157.0,214.0,0,""
68,62.0,81.0,132.0,0,""
69,122.0,160.0,214.0,0,""
70,65.0,96.0,147.0,0,""
71,124.0,173.0,219.0,0,""
72,96.0,103.0,153.0,0,""
73,46.0,77.0,132.0,0,""
74,120.0,121.0,179.0,0,1
75,161.0,184.0,229.0,0,""
76,127.0,134.0,189.0,0,""
77,46.0,103.0,155.0,0,""
78,122.0,160.0,214.0,0,""
79,43.0,98.0,155.0,0,""
80,129.0,166.0,216.0,0,""
81,72.0,98.0,145.0,0,""
82,131.0,164.0,220.0,0,""
83,118.0,122.0,173.0,0,""
84,143.0,172.0,217.0,0,""
85,133.0,132.0,188.0,0,?
86,46.0,97.0,160.0,0,""
87,124.0,165.0,220.0,0,""
88,42.0,93.0,155.0,0,""
89,131.0,170.0,222.0,0,""
90,46.0,103.0,148.0,0,""
91,129.0,164.0,220.0,0,""
92,110.0,116.0,169.0,0,""
93,147.0,183.0,231.0,0,""
94,125.0,128.0,183.0,0,?
95,53.0,104.0,167.0,0,""
96,148.0,143.0,198.0,0,""
97,48.0,99.0,162.0,0,""
98,137.0,174.0,226.0,0,""
99,43.0,99.0,146.0,0,""
100,130.0,168.0,222.0,0,""
101,96.0,102.0,155.0,0,""
102,127.0,170.0,219.0,0,""
103,123.0,126.0,181.0,0,""
104,59.0,107.0,171.0,0,""
105,138.0,140.0,194.0,0,""
106,48.0,99.0,161.0,0,""
107,122.0,159.0,211.0,0,""
108,48.0,102.0,155.0,0,""
109,128.0,167.0,219.0,0,""
110,91.0,95.0,148.0,0,""
111,132.0,172.0,220.0,0,""
112,117.0,123.0,176.0,0,""
113,146.0,178.0,231.0,0,""
114,130.0,127.0,182.0,0,""
115,53.0,100.0,162.0,0,""
116,114.0,156.0,209.0,0,""
117,53.0,104.0,154.0,0,""
118,129.0,168.0,220.0,0,""
119,65.0,99.0,145.0,0,""
120,135.0,177.0,224.0,0,""
121,111.0,115.0,168.0,0,""
122,154.0,189.0,233.0,0,""
123,117.0,120.0,175.0,0,""
124,59.0,110.0,173.0,0,""
125,121.0,153.0,206.0,0,""
126,45.0,103.0,162.0,0,""
127,127.0,166.0,218.0,0,""
128,41.0,104.0,148.0,0,""
129,134.0,175.0,224.0,0,""
130,102.0,106.0,159.0,0,""
131,125.0,165.0,213.0,0,""
132,115.0,118.0,173.0,0,?
133,61.0,114.0,171.0,0,""
134,120.0,122.0,176.0,0,1
135,54.0,106.0,159.0,0,""
136,133.0,164.0,219.0,0,""
137,45.0,94.0,140.0,0,""
138,130.0,172.0,217.0,0,""
139,92.0,99.0,149.0,0,""
140,139.0,176.0,226.0,0,""
141,106.0,109.0,164.0,0,?
142,43.0,96.0,147.0,0,""
143,115.0,118.0,173.0,0,?
144,46.0,94.0,142.0,0,""
145,117.0,154.0,212.0,0,""
146,45.0,91.0,139.0,0,""
147,125.0,165.0,224.0,0,""
148,76.0,90.0,138.0,0,""
149,148.0,188.0,247.0,0,""
150,94.0,107.0,159.0,0,""
151,138.0,179.0,241.0,0,""
152,151.0,188.0,250.0,0,""
153,51.0,99.0,147.0,0,""
154,145.0,185.0,250.0,0,""
155,54.0,95.0,144.0,0,""
156,143.0,180.0,248.0,0,""
157,52.0,93.0,138.0,0,""
158,149.0,187.0,255.0,0,""
159,46.0,86.0,134.0,0,""
160,134.0,179.0,246.0,0,""
161,143.0,182.0,250.0,0,""
162,48.0,100.0,153.0,0,""
163,156.0,191.0,255.0,0,""
164,53.0,96.0,147.0,0,""
165,149.0,185.0,255.0,0,""
166,48.0,90.0,137.0,0,""
167,144.0,188.0,251.0,0,""
168,48.0,92.0,139.0,0,""
169,142.0,184.0,251.0,0,""
170,138.0,185.0,247.0,0,""
171,45.0,99.0,159.0,0,""
172,152.0,193.0,255.0,0,""
173,58.0,104.0,158.0,0,""
174,158.0,193.0,255.0,0,""
175,58.0,98.0,150.0,0,""
176,151.0,188.0,255.0,0,""
177,52.0,93.0,142.0,0,""
178,143.0,183.0,248.0,0,""
179,145.0,187.0,246.0,0,""
180,38.0,84.0,148.0,0,""
181,151.0,191.0,255.0,0,""
182,52.0,101.0,157.0,0,""
183,159.0,194.0,255.0,0,""
184,54.0,99.0,150.0,0,""
185,151.0,189.0,253.0,0,""
186,51.0,92.0,141.0,0,""
187,149.0,187.0,252.0,0,""
188,44.0,84.0,132.0,0,""
189,135.0,179.0,243.0,0,""
190,147.0,189.0,254.0,0,""
191,45.0,97.0,157.0,0,""
192,156.0,196.0,254.0,0,""
193,58.0,105.0,156.0,0,""
194,154.0,192.0,255.0,0,""
195,58.0,99.0,148.0,0,""
196,149.0,187.0,251.0,0,""
197,48.0,92.0,139.0,0,""
198,140.0,180.0,245.0,0,""
199,148.0,188.0,253.0,0,""
200,37.0,84.0,145.0,0,""
201,156.0,193.0,255.0,0,""
202,58.0,108.0,160.0,0,""
203,155.0,193.0,255.0,0,""
204,58.0,101.0,144.0,0,""
205,151.0,189.0,253.0,0,""
206,36.0,83.0,127.0,0,""
207,144.0,184.0,249.0,0,""
208,144.0,183.0,252.0,0,""
209,45.0,95.0,141.0,0,""
210,157.0,195.0,255.0,0,""
211,57.0,103.0,157.0,0,""
212,156.0,193.0,255.0,0,""
213,58.0,107.0,153.0,0,""
214,152.0,190.0,254.0,0,""
215,38.0,92.0,139.0,0,""
216,147.0,187.0,252.0,0,""
217,46.0,92.0,140.0,0,""
218,48.0,95.0,139.0,0,""
219,155.0,195.0,254.0,0,""
220,43.0,91.0,149.0,0,""
221,155.0,192.0,254.0,0,""
222,57.0,104.0,156.0,0,""
223,150.0,188.0,252.0,0,""
224,45.0,102.0,153.0,0,""
225,151.0,189.0,253.0,0,""
226,55.0,102.0,154.0,0,""
227,142.0,180.0,245.0,0,""
228,154.0,194.0,255.0,0,""
229,147.0,165.0,228.0,0,""
230,160.0,197.0,255.0,0,""
231,144.0,157.0,219.0,0,""
232,158.0,196.0,255.0,0,""
233,47.0,107.0,167.0,0,""
234,159.0,198.0,253.0,0,""
235,58.0,111.0,168.0,0,""
236,146.0,186.0,235.0,0,""
237,53.0,100.0,154.0,0,""
238,148.0,164.0,230.0,0,""
239,61.0,118.0,174.0,0,""
240,165.0,171.0,230.0,0,""
241,134.0,170.0,216.0,0,""
242,118.0,144.0,211.0,0,""
243,140.0,180.0,232.0,0,""
244,61.0,115.0,176.0,0,""
245,147.0,183.0,229.0,0,""
246,55.0,110.0,167.0,0,""
247,145.0,165.0,230.0,0,""
248,65.0,115.0,175.0,0,""
249,160.0,167.0,230.0,0,""
250,72.0,119.0,173.0,0,""
251,134.0,144.0,208.0,0,""
252,127.0,163.0,217.0,0,""
253,59.0,118.0,180.0,0,""
254,138.0,178.0,227.0,0,""
255,64.0,122.0,181.0,0,""
256,164.0,197.0,236.0,0,""
257,55.0,115.0,175.0,0,""
258,149.0,166.0,229.0,0,""
259,70.0,120.0,178.0,0,""
260,158.0,165.0,228.0,0,""
261,128.0,166.0,214.0,0,""
262,60.0,126.0,191.0,0,""
263,152.0,184.0,225.0,0,""
264,68.0,127.0,189.0,0,""
265,157.0,194.0,238.0,0,""
266,57.0,114.0,176.0,0,""
267,153.0,167.0,233.0,0,""
268,63.0,127.0,181.0,0,""
269,151.0,160.0,224.0,0,""
270,134.0,169.0,219.0,0,""
271,62.0,130.0,197.0,0,""
272,152.0,187.0,231.0,0,""
273,57.0,117.0,183.0,0,""
274,122.0,162.0,214.0,0,""
275,56.0,117.0,181.0,0,""
276,143.0,161.0,226.0,0,""
277,61.0,122.0,184.0,0,""
278,150.0,161.0,229.0,0,""
279,135.0,170.0,226.0,0,""
280,140.0,152.0,216.0,0,""
281,143.0,180.0,224.0,0,""
282,63.0,125.0,196.0,0,""
283,143.0,183.0,231.0,0,""
284,53.0,114.0,180.0,0,""
285,140.0,165.0,229.0,0,""
286,60.0,121.0,187.0,0,""
287,150.0,163.0,231.0,0,""
288,64.0,124.0,184.0,0,""
289,145.0,157.0,221.0,0,""
290,124.0,159.0,215.0,0,""
291,57.0,125.0,192.0,0,""
292,145.0,179.0,222.0,0,""
293,54.0,120.0,185.0,0,""
294,128.0,169.0,224.0,0,""
295,64.0,125.0,191.0,0,""
296,144.0,161.0,224.0,0,""
297,68.0,131.0,191.0,0,""
298,162.0,177.0,233.0,0,""
299,97.0,143.0,214.0,0,""
300,62.0,127.0,202.0,0,""
301,96.0,141.0,215.0,0,""
302,46.0,108.0,179.0,0,""
303,95.0,137.0,220.0,0,""
304,54.0,122.0,189.0,0,""
305,148.0,159.0,217.0,0,""
306,70.0,133.0,201.0,0,""
307,162.0,175.0,221.0,0,""
308,96.0,143.0,224.0,0,""
309,55.0,124.0,197.0,0,""
310,87.0,137.0,213.0,0,""
311,60.0,119.0,181.0,0,""
312,98.0,135.0,219.0,0,""
313,71.0,120.0,182.0,0,""
