rowId,14,16,22,24,28,30,label
11,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
13,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
14,4.00461534,4.000049582,4.055910615,4.043935346,4.002950684,4.132992314,1
25,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
30,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
80,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
81,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
101,4.00461534,4.000049582,4.055910615,4.026146455,3.985516664,4.070628294,1
105,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
129,4.00461534,4.000049582,4.055910615,3.9751136,4.027556267,4.132992314,1
142,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
173,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
175,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
200,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
214,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
216,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
222,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
228,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,0
312,4.00461534,4.000049582,4.055910615,4.043935346,4.079302659,4.132992314,1
320,4.001980649,3.992412294,4.055910615,4.043935346,4.068883922,4.116491396,1
335,4.00461534,3.981943383,3.985502717,4.043935346,4.063761377,4.132992314,1
