rowId,0,1,2,3,4,6,label
2,5.135020258,5.317041376,5.451717907,4.253854041,5.212797305,4.405557762,0
3,4.29339755,4.115284926,4.261404616,4.198024533,4.239719631,3.724685036,0
4,5.16619147,5.486858189,5.316269063,4.523350689,4.952096128,3.794013963,0
5,4.468302681,4.63985052,4.646285782,4.058735044,4.694498638,3.947736814,0
14,4.480424819,4.637013695,4.789197569,3.841482107,4.95516832,4.722037678,0
15,4.970505531,5.199728532,5.419465642,3.973301742,5.350676627,4.063479236,0
17,5.48367603,5.197621275,5.132209644,5.311498927,4.297074864,4.911205947,0
19,4.595296505,4.74415718,4.526956513,4.634457123,4.189754268,4.130927546,0
21,5.002831232,4.955073225,4.897140034,4.752677894,4.456178943,5.318660787,0
31,4.430781778,4.720896764,4.82010486,3.899320886,4.943718461,4.674639503,0
34,5.045547337,4.609201844,4.674877409,5.023472779,4.059765871,4.640803067,0
36,5.008603679,4.951842897,4.849154723,4.823931787,4.364734683,4.157538619,0
37,5.008603679,5.006454123,5.018015412,4.646404896,4.631912375,3.888561828,0
56,4.162940258,4.40258433,4.449350293,3.735866883,4.736842215,5.293074524,0
59,4.864869759,4.827759053,4.908441138,4.467486562,4.653695452,5.348117864,0
62,5.419601873,5.279902896,5.38278056,4.844334743,4.80913466,4.6611395,0
71,4.775396838,4.607740995,4.513071275,4.845634311,4.024660415,5.497657366,0
76,4.71247717,4.70210291,4.707140168,4.491262271,4.459505959,4.475981722,0
77,5.252200923,5.28080221,5.220208367,4.86475634,4.663579151,4.235155532,0
78,5.411520448,5.109608565,5.019556273,5.374846225,4.149689782,3.962471527,0
89,4.897772705,4.750449804,4.72288196,4.71069225,4.324535628,3.74124326,0
93,5.029384486,4.926503515,4.717445222,5.12146236,4.032545614,3.810175536,0
94,4.805990804,4.917233469,4.881834616,4.385295523,4.684208367,3.824511283,0
98,4.336690899,4.176779459,4.12265018,4.46839333,3.895757164,5.139079265,0
110,4.781746529,4.808488537,4.900167537,4.393645516,4.694472869,4.55406551,0
111,3.886440068,3.75095747,3.783126467,4.09529206,3.810004907,4.127527466,0
113,5.29895774,5.293134551,5.24068905,4.854615447,4.687040053,3.725409656,0
117,4.52891337,4.669094929,4.863144026,3.845312904,5.012171382,4.186325866,0
118,4.848706909,5.028029076,4.997475264,4.532919027,4.68746094,5.302886604,0
121,5.110775983,5.129329166,5.369946465,4.344450997,5.099876328,5.083613808,0
146,4.56989774,4.485596376,4.253312036,4.915213145,3.697484775,4.634936654,0
152,4.111565484,4.496720774,4.256448851,4.025213904,4.358793583,3.630857933,0
153,5.392471375,5.285690567,5.192815673,5.13143415,4.469421153,4.911319385,0
158,4.688232895,4.857733887,4.687754354,4.441039814,4.475797456,3.986368553,0
159,4.519677455,4.792700397,4.7510171,4.132657312,4.736464275,3.661663158,0
164,4.420968619,4.57942419,4.674552097,4.014483145,4.748094514,4.415635305,0
168,4.778860306,4.49371506,4.336256175,5.055248289,3.681997831,4.606617825,0
170,5.222761446,5.436910706,5.458113966,4.543266308,5.048487964,4.935111462,0
174,4.881609854,4.961337557,4.844561873,4.636129518,4.486603099,4.717514012,0
186,4.472920638,4.547314665,4.478170163,4.256704836,4.407957256,5.158391661,0
189,5.178313607,4.991368116,4.925413345,4.968962812,4.337033411,3.713432204,0
202,4.778860306,5.03544477,5.355526036,3.716779473,5.451635236,5.297156781,0
204,5.226802158,5.32215349,5.308117017,4.662985044,4.860732037,4.033549882,0
205,5.038043156,5.224842443,4.89596034,4.855355775,4.386457634,3.929659127,0
209,4.725753797,4.675640458,4.446941933,4.89311649,3.922006803,4.010947757,0
220,4.35285375,4.561754264,4.674462898,3.772137621,4.905240178,4.861751209,0
224,5.074986814,4.923047716,4.746761805,5.177210645,4.022192353,4.32617753,0
234,4.742493892,4.850992035,4.854044901,4.330720312,4.695830017,5.151324494,0
241,5.003985721,4.802223348,4.805568998,4.851366526,4.305664405,5.044745159,0
243,5.109044249,5.171186256,5.232627076,4.542984024,4.874337871,4.041007527,0
245,4.938757075,4.841496518,4.937158693,4.46904844,4.677296649,4.55045167,0
246,5.081336505,5.082836625,4.88722588,5.074600672,4.2297529,5.247528413,0
248,4.442326671,4.818207811,4.905042849,3.623416941,5.181288003,4.781007394,0
262,5.386698928,5.399322998,5.217843732,5.057533186,4.538793154,3.829050383,0
270,5.012067146,5.50478102,5.439046468,4.098169485,5.293244089,3.857705671,0
271,5.067482633,5.162337147,5.319676097,4.299966081,5.088566765,4.331267619,0
287,4.844666196,5.024292081,5.04021885,4.343867789,4.84299177,5.178119229,0
289,4.648980258,4.605185367,4.454496698,4.703924109,4.067794229,5.441420216,0
290,5.099808334,5.110788217,5.179435894,4.545175714,4.83030788,3.853005287,0
303,5.42537432,5.133964617,5.013389331,5.339728587,4.167807989,5.291981034,0
310,5.383812705,5.477110624,5.356015754,4.882493584,4.764165547,4.811679888,0
312,4.52891337,4.682578632,4.908058984,3.736884168,5.114395516,4.18240412,0
314,4.337845389,4.539448886,4.563620607,3.931083082,4.706884757,4.363015853,0
318,4.375943536,4.393088813,4.237899054,4.527744722,3.973793149,4.43093181,0
330,5.460586244,5.275015397,5.252660017,5.157496087,4.504592463,5.089649221,0
332,4.901236173,4.867481452,5.021364729,4.420184139,4.779380488,5.077630098,0
