rowId,27,28,35,36,4,43,44,51,52,59,label
190,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,1
434,16.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,16.0,14.0,1
816,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1225,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1323,14.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,1
1591,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,1
1646,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,1
1751,16.0,16.0,16.0,14.0,15.0,16.0,14.0,16.0,15.0,16.0,1
1860,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,15.0,16.0,1
1861,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,1
2256,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,1
2317,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,1
2351,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,1
2864,16.0,16.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,16.0,1
2965,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,15.0,15.0,1
3300,16.0,16.0,16.0,14.0,15.0,16.0,16.0,16.0,16.0,14.0,8
3668,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,14.0,1
3723,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,1
3743,16.0,16.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,14.0,1
3786,16.0,15.0,16.0,15.0,16.0,15.0,14.0,16.0,16.0,14.0,8
