rowId,0,1,3,label
458,0.532532949,-1.140926868,-0.321341865,0
490,0.460208935,-1.146924435,-0.41610567,0
493,0.454475076,-1.089112662,-0.293022194,0
509,0.403186938,-1.129647353,-0.169938718,0
537,0.31946556,-1.081002316,-0.258562629,0
590,0.187614944,0.327182073,-1.399631172,0
649,0.073880508,0.313789779,-1.359650461,0
687,0.019078182,0.280292005,-1.246990527,0
688,0.014051382,0.245039261,-1.357175464,0
708,-0.036758348,-1.086642073,0.096551762,0
709,-0.036772419,-1.086642073,0.096551762,0
710,-0.036772419,-1.086642073,0.096551762,0
711,-0.036772419,-1.086642073,0.096551762,0
712,-0.036772419,-1.086642073,0.096551762,0
801,-0.247792503,0.229176379,-0.902966024,1
805,-0.25112377,0.196036414,-0.820482009,1
806,-0.253519327,0.214012076,-0.950942878,1
812,-0.275307991,0.216482665,-0.947896729,1
816,-0.28052123,0.191095237,-0.757702773,1
817,-0.280992602,0.16535,-0.88940114,1
832,-0.325227742,0.157239654,-0.90848717,1
843,-0.347297823,-1.677555751,0.921268166,1
844,-0.34832851,0.220009643,-0.763842668,1
866,-0.406089226,-1.479056736,0.864033874,1
875,-0.426938663,0.223178812,-0.90848717,1
886,-0.450560051,0.20625954,-0.831571897,1
903,-0.490004077,-0.312029227,-0.138572898,1
913,-0.514617458,-1.415945976,0.947736349,1
955,-0.641078951,-1.158561759,0.72986051,1
980,-0.682974817,-1.57460888,1.15209014,1
1002,-0.737815837,0.232703357,-0.490593543,1
1007,-0.744253237,-1.488223472,1.201304492,1
1008,-0.748333775,0.147016529,-0.350280285,1
1013,-0.752836437,0.236230335,-0.478884907,1
1164,-1.056660613,-1.493863229,1.583501055,1
