rowId,1,19,21,23,27,29,31,33,label
5,3.0,2.941982881,3.054797321,3.125670606,3.294109423,3.069348209,3.007386974,3.225542367,0
16,3.0,3.212559782,3.212295146,3.382639752,3.374378466,3.357689682,3.31756601,3.225627776,1
38,3.0,3.324450892,3.212661824,3.378468791,3.367906036,3.356134485,3.216782163,3.213499763,1
99,3.0,3.046283582,3.203128197,3.339849479,3.373833037,3.400211535,3.293557802,3.291798045,1
114,3.0,3.048152287,2.985437294,3.109195308,3.12642621,3.054938026,3.007386974,2.969081864,0
117,3.0,3.291469215,3.227309643,3.364647741,3.400740893,3.108621865,3.327983197,3.333712287,1
131,3.0,3.187245574,3.219339222,3.219043267,3.228985139,3.163290007,3.007386974,3.125315442,1
138,3.0,3.043336037,2.988583005,3.110768898,3.125644428,3.055036456,3.007679045,2.969124568,0
143,3.0,3.036207988,2.978219528,3.105687908,3.125553523,3.054465561,3.007153318,2.968953751,1
145,3.0,3.075797559,2.990879567,3.103659304,3.115772154,3.044701283,2.999442653,2.962868392,1
149,3.0,3.128699245,3.025270098,3.078424987,3.20736795,3.076002092,3.184401263,3.10609852,1
154,3.0,3.145922153,3.028357912,3.087051294,3.157770226,3.077557289,3.029759587,2.956804386,0
155,3.0,2.989336247,3.048640992,3.213431427,3.137552972,2.956015659,3.064944365,2.985907347,1
156,3.0,3.114982566,2.992249784,3.065570842,3.154952173,3.068974174,2.971287041,3.011722079,0
168,3.0,3.046283582,2.983989881,3.108835088,3.12642621,3.054938026,3.007386974,2.969081864,0
231,3.0,3.032682493,3.080098099,3.243405473,3.205622575,3.071041209,3.144874368,2.963530309,1
233,3.0,2.95647016,3.116302721,3.248770847,3.277401099,3.188015677,3.183525051,3.168638925,1
259,3.0,2.978162548,3.001532526,3.127376908,3.146352568,3.283256753,3.030557913,2.995280935,1
276,3.0,3.000567741,2.997074494,3.044564363,3.140061948,3.048264457,2.9545806,3.113849345,1
284,3.0,3.0734087,2.978586206,3.086539403,3.099609259,3.030330472,2.988928109,2.955267032,1
286,3.0,3.349822894,3.266061711,3.3863557,3.386668811,3.372611703,3.272820786,3.250887353,1
287,3.0,3.092615903,3.078573491,3.210303206,3.239784644,3.23705361,3.145439037,3.1293937,1
318,3.0,3.127235105,3.121436212,3.252486794,3.277255651,3.088030264,3.177897823,3.158923704,1
319,3.0,3.046283582,3.119988799,3.254761864,3.289146015,3.2278996,3.204709909,3.197507013,1
321,3.0,3.07298487,2.999274562,3.0750503,3.155715775,3.058835862,3.08834896,3.019814539,1
322,3.0,2.984808973,3.134540124,3.283636293,3.185459864,3.103798785,3.02810452,3.014519209,1
329,3.0,3.022780284,3.031059749,3.212881619,3.16689708,3.072950755,3.114245891,2.943032258,1
330,3.0,3.032624698,2.997672758,3.24329172,3.274873942,3.187582584,3.359526828,2.969081864,1
331,3.0,3.12825615,3.075524274,3.207004355,3.235766646,2.985131317,3.139792338,3.122240734,1
332,3.0,3.094137838,3.01492592,3.141994232,3.16338815,3.226127856,3.052326913,3.021202428,1
333,3.0,3.155785832,3.076547113,3.213222879,3.244184442,3.215792684,3.128440525,3.181471559,1
334,3.0,3.078205684,2.996785011,3.148629853,3.155515784,3.085392334,3.048257395,3.028056463,1
335,3.0,3.115233011,3.165321772,3.248808765,3.285746171,3.222289078,3.203405327,3.184033815,1
341,3.0,3.147983508,3.090596668,3.227157683,3.258329247,3.214158742,3.165611384,3.153051866,1
344,3.0,3.12105104,3.006144948,3.132192473,3.151425063,3.071651476,3.036282498,3.001643871,1
347,3.0,3.162605641,3.146331714,3.300073673,3.215967555,3.215733626,3.006705476,3.069693128,1
348,3.0,3.073119725,3.132147068,3.225394503,3.172642271,3.099074134,3.015993323,2.956761682,1
