rowId,0,1,label
929,56.0,57.0,1
934,57.0,59.0,1
1052,58.0,59.0,1
1056,57.0,56.0,1
1080,57.0,58.0,1
1084,56.0,55.0,1
1096,54.0,58.0,1
1103,54.0,54.0,1
1108,56.0,57.0,1
1112,57.0,54.0,1
1254,55.0,56.0,1
1282,55.0,56.0,1
1321,55.0,56.0,1
1329,54.0,55.0,1
1394,54.0,55.0,1
1405,54.0,54.0,1
1407,57.0,58.0,1
1416,54.0,57.0,1
1567,54.0,54.0,1
1613,58.0,58.0,1
2020,56.0,58.0,1
2048,56.0,58.0,1
2053,57.0,58.0,1
2109,54.0,55.0,1
2120,54.0,55.0,1
2132,54.0,58.0,1
2137,54.0,55.0,1
2148,54.0,55.0,1
2149,56.0,56.0,1
2154,54.0,58.0,1
2159,54.0,55.0,1
2160,55.0,56.0,1
2165,54.0,55.0,1
2176,55.0,56.0,1
2193,54.0,55.0,1
2204,55.0,56.0,1
2210,55.0,55.0,1
2221,55.0,56.0,1
2232,55.0,56.0,1
2238,54.0,55.0,1
2260,55.0,56.0,1
2271,55.0,56.0,1
2288,56.0,57.0,1
2293,54.0,58.0,1
2299,55.0,56.0,1
2310,56.0,58.0,1
2338,54.0,55.0,1
