rowId,0,1,2,3,4,5,label
1664,2.906855887,2.525239328,2.5984047,3.547127221,2.732249352,2.869708244,1
1667,2.625160495,2.526559579,2.297775919,3.526141056,2.266089203,2.63335112,1
1684,2.957653417,2.825376026,2.774160786,3.51444361,3.025464808,2.92936028,1
1713,2.829505103,2.810037971,2.888984655,3.077584933,3.581941124,2.845509776,1
1715,2.313448381,1.991347107,2.012449059,3.108102152,2.223433539,2.301888393,1
1719,2.683462205,2.492623993,2.623657504,3.075354628,3.225878856,2.640104181,1
1737,2.83527755,2.677471088,2.672895093,3.447406657,2.942011685,2.817372024,1
1748,2.993442586,2.878358371,2.970180678,3.359531339,3.437207348,2.997453641,1
1757,2.481426576,2.345392897,2.59398675,2.636258989,3.592526303,2.456646033,1
1758,3.016532372,2.981596829,3.003592524,3.35206681,3.487416082,3.040223025,1
1764,2.603802443,2.591171274,2.676474403,2.9651523,3.401898606,2.611966428,1
1771,2.914937312,2.895073258,2.901084173,3.290798022,3.407487534,2.947931196,1
1773,2.404075792,2.43888379,2.523075667,2.746641073,3.394279682,2.42400624,1
1774,2.716942396,2.633506741,2.778280534,2.986074551,3.519289008,2.721140909,1
1779,2.798911137,2.466049233,2.715616817,3.130028373,3.303147509,2.745339376,1
1782,2.883188856,2.544257796,2.708102278,3.370264761,3.067135537,2.8314409,1
1793,2.679421493,2.45318279,2.613898135,3.065559931,3.221326399,2.693003156,1
1826,2.877993654,3.085846907,2.8304162,3.54999932,3.072366568,2.894469466,1
1831,2.896465483,3.040562309,2.96042918,3.17420837,3.588486355,2.877024059,1
1839,3.004410234,2.796159907,2.982255711,3.257604438,3.543156481,2.98844956,1
1851,2.978434225,2.892376175,2.937404591,3.343676871,3.408168971,2.954121502,1
1855,2.946108524,2.834449748,2.754569465,3.596474865,2.918837101,2.960311808,1
1861,2.86009907,2.720817317,2.78202075,3.347616854,3.193232871,2.851137327,1
1864,2.880302633,2.923726984,2.882328871,3.246596721,3.422356031,2.898971507,1
1867,3.177006386,3.000109486,3.068908585,3.569772465,3.379912242,3.131389344,1
1875,2.323838785,2.222264948,2.363823059,2.699414547,3.213129113,2.313706249,1
1881,2.6678766,2.708934204,2.679367233,3.122639741,3.259710197,2.703695502,1
1890,2.715210662,2.680870304,2.702784471,3.07946904,3.332309003,2.714387848,1
1894,3.195478215,3.18015224,3.117646837,3.56718398,3.445653731,3.197231686,1
1906,3.077143061,3.027977063,2.958313776,3.527858724,3.270066321,3.08861996,1
1907,2.369441113,2.001993985,2.061405935,3.134891102,2.280313484,2.351973593,1
1918,2.748113607,2.568389235,2.491640181,3.553453295,2.55834263,2.759971008,1
1921,2.785057265,2.728373609,2.778975757,3.077666156,3.437336191,2.778541925,1
1947,2.964003108,2.926929021,2.976240931,3.264602933,3.529244286,2.949056706,1
1950,3.235308096,3.058485141,3.124886785,3.566121423,3.455921096,3.189353115,1
1966,2.596298262,2.435231668,2.399465742,3.332936791,2.636112339,2.559067453,1
1969,2.885497835,2.8220051,2.668976479,3.582565756,2.804899695,2.910789363,1
1970,2.97785698,3.053737382,2.816095464,3.519925498,3.080231725,2.999141906,1
1982,3.028077265,3.093206876,2.973977737,3.554222917,3.267363479,3.014336293,1
1989,2.945531279,2.854423255,2.979210718,3.190402376,3.598252664,2.940615381,1
1992,2.799488381,2.597773385,2.56068509,3.590807895,2.629993723,2.763910293,1
1999,2.912051089,3.001092816,3.002158352,3.26885316,3.558809489,2.976068949,1
2005,3.088110709,2.987805436,3.040110577,3.410438199,3.48321007,3.061044963,1
2009,3.029231754,3.182175482,3.07744366,3.517495465,3.437276064,3.154462302,1
2020,2.462954747,2.310530564,2.423185555,2.890609541,3.114000076,2.462273584,1
2037,3.231844628,3.261563697,3.207287863,3.582923936,3.546165683,3.248442396,1
2041,2.408693749,2.208302869,2.184488538,3.15079883,2.47414508,2.438637871,1
2045,2.543191754,2.57864261,2.66423584,2.754252069,3.578261937,2.563006738,1
2047,3.021727574,3.036544975,3.028993117,3.40500824,3.473606962,3.035720985,1
2059,2.797756647,2.738009724,2.794868837,3.146205069,3.396318267,2.799363862,1
2062,2.611306624,2.83498385,2.731857071,2.954976787,3.485849922,2.650233772,1
2064,1.978069236,1.932999743,2.159985177,2.119705883,3.481850059,1.981680766,1
2066,2.584176125,2.517991666,2.593955268,2.935718942,3.315530765,2.58326592,1
2070,2.648827526,2.571703578,2.699323218,2.890915792,3.500706966,2.662614383,1
2080,2.946685768,2.823718854,2.82502756,3.586196825,3.030690112,2.947368441,1
2081,2.981320448,3.028426291,2.896241218,3.460064133,3.247361299,3.0317817,1
2090,2.525874414,2.430428184,2.409267961,3.046339369,2.940053269,2.510107763,1
2095,2.357318975,2.429528871,2.386525834,2.773906709,3.173846276,2.386301651,1
2098,2.772357882,2.659913468,2.522229155,3.54352944,2.617060736,2.845509776,1
2104,2.787366244,2.436749099,2.434318756,3.555530474,2.463496911,2.743651111,1
2107,2.421393132,2.412252448,2.399558439,2.860176208,3.108877846,2.429071035,1
2114,3.085224486,3.08834681,3.009062493,3.53942568,3.327810946,3.134765875,1
2115,1.892637027,1.880494917,2.085442315,1.982601425,3.508775409,1.938911382,1
2121,2.940336077,3.040309404,2.799517654,3.605336164,2.97590029,3.017712823,1
2129,2.800065626,2.722278166,2.802613368,3.079069583,3.46758283,2.774602639,1
2133,2.546655222,2.637467493,2.621232528,2.944206082,3.345491086,2.52867868,1
2135,2.900506196,2.793266501,2.841996268,3.212063623,3.399762673,2.88040059,1
2140,2.95303546,2.905551248,2.93217161,3.248081372,3.486671655,2.941178136,1
2188,2.802951849,2.511248957,2.762747746,3.08966719,3.404595722,2.753780702,1
2195,2.793715935,2.887010299,2.795077841,3.174834186,3.370489515,2.844384266,1
2203,3.021727574,3.017442491,2.914791889,3.508236041,3.22868191,3.061607718,1
2206,3.035581445,3.079862914,3.013403488,3.35064341,3.501368361,3.041348536,1
2217,2.697893322,2.721266545,2.565890962,3.319444449,2.907192546,2.752092437,1
2263,2.749845341,2.555916295,2.501257007,3.476571047,2.651607872,2.787546006,1
2268,3.117550187,3.131525008,3.100246128,3.367519157,3.597356488,3.115069448,1
2282,2.744072894,2.642327558,2.511144052,3.508089573,2.635365049,2.838193961,1
2287,2.988247384,3.026516214,3.012309494,3.392294841,3.463173532,3.03966027,1
2294,2.770626148,2.514030057,2.738588062,3.102320671,3.360239329,2.722266419,1
2302,2.931677407,2.588614789,2.776247332,3.373019686,3.161454431,2.874773039,1
2310,2.679421493,2.449699557,2.458189857,3.380655981,2.680706376,2.679497035,1
2318,2.931100163,2.975810016,2.977177516,3.188868459,3.597004317,2.968190378,1
2319,3.109468761,3.044018108,3.105703854,3.382952862,3.590877111,3.130826589,1
2329,2.796602158,2.513103309,2.622210214,3.332008719,2.978714796,2.771226109,1
2330,2.714056172,2.634039985,2.651509308,3.252182468,3.097983444,2.741400091,1
2334,2.322684296,2.399020793,2.457767476,2.600610073,3.440892261,2.409374608,1
2335,3.106005293,2.898359311,2.997361744,3.453013708,3.389621288,3.095935776,1
2343,2.794293179,2.62019107,2.768795756,3.132939086,3.373206674,2.760533763,1
