rowId,0,1,4,5,6,label
3,4.29339755,4.115284926,4.239719631,4.233826498,3.724685036,0
111,3.886440068,3.75095747,3.810004907,3.85115306,4.127527466,0
356,3.779649807,3.737276587,3.71600669,3.792063779,4.258155851,0
537,4.307828667,4.204506437,4.164947671,4.2563367,3.650093161,0
543,3.855268857,4.023704968,4.122409398,3.942882134,3.958928683,0
547,4.339577123,4.23835715,4.250568222,4.288413738,3.812136409,0
575,4.048645816,4.228131208,4.188374215,4.089761204,3.566163024,0
751,3.831024581,3.911279623,3.945536421,3.888857649,3.842160681,0
767,4.17679413,4.173548274,4.144063633,4.201186705,4.197783196,0
1157,3.934928619,3.728652092,3.728693443,3.89898724,3.874075601,0
1163,4.19295698,4.165402156,4.086754211,4.209628031,4.226807354,0
1329,4.152549854,4.067865638,4.216001044,4.081882633,4.014364043,0
1481,3.90029394,4.117083554,3.953304229,4.022793352,4.168271329,0
1485,3.705762491,3.807226724,4.019323446,3.726784193,3.6070674,0
1509,4.370171089,4.187734967,3.935100127,4.330620368,3.894015385,0
1589,3.959172895,3.924258373,4.307468209,3.94682142,4.253903049,0
1620,3.860464058,3.911504237,3.73973673,3.90236377,3.516369513,0
1632,3.92511546,3.955637473,4.147465091,3.940068359,4.287815883,1
1636,3.684404438,3.595551965,4.000091462,3.682889299,3.829138356,1
1642,3.929733417,3.658028969,3.700313597,3.882667343,4.219605912,1
1659,3.994962063,3.986763668,4.022664778,3.963141316,4.031150688,1
1690,3.638802111,3.650837033,3.879059095,3.633929609,3.726439867,1
1718,4.19295698,4.114527068,3.589591543,4.2062515,4.186538853,1
1724,4.141004961,4.154502372,3.762876955,4.142097424,4.369597626,1
1750,4.031905721,4.186555315,3.537753659,4.196684664,4.169111703,1
1778,3.854114367,3.768402782,3.74398569,3.868598467,3.948967665,1
1817,3.773300115,4.012748602,3.580463723,3.862970916,4.398076967,1
1940,3.758291754,4.056460044,4.355435073,3.789250004,3.889761811,1
1945,3.750210329,3.697076669,4.385172066,3.712715317,3.953295321,1
1968,3.871431707,3.616199313,3.863995902,3.79994235,4.134245056,1
1977,4.052686529,4.030222205,3.982007614,4.072878552,4.17019053,1
2016,3.74039717,3.67544599,3.909271376,3.727346948,3.742420092,1
2036,3.709225959,3.504729864,3.545610226,3.661504607,3.679671394,1
2082,4.02555603,4.051347073,3.603028449,4.078506103,3.779286196,1
2099,3.667087099,3.656174617,3.637232004,3.689079604,3.651696739,1
2130,4.133500781,4.22557558,4.079616302,4.101016305,4.272175203,1
2227,3.776186339,3.724242112,3.679234862,3.781934188,4.018841408,1
2323,3.654964961,3.725140568,3.986746178,3.689079604,4.258767032,1
2409,3.948782491,3.765397068,3.825574882,3.910805096,3.884069029,1
2411,3.683827194,3.628082427,3.519014142,3.733537254,3.74522211,1
2424,4.005929712,3.963109749,4.324486954,3.987339784,3.709910196,1
2465,3.810821018,4.060617976,4.379878045,3.815136737,3.666152098,1
2572,3.559719593,3.705870052,4.26516758,3.581593389,3.550382668,1
2621,3.675745769,3.838773857,4.325426077,3.682889299,3.863430092,1
2639,3.982839925,3.892233721,3.697899936,3.95019795,3.614427039,1
2669,4.297438263,4.238581764,3.823132589,4.30417088,4.339023908,1
2679,3.566646529,3.524253285,3.618544024,3.572026553,3.7077155,1
2688,3.601281208,3.666400559,4.323055364,3.568650022,4.256566163,1
2700,3.708071469,3.903132647,4.21425164,3.74648062,3.949196858,1
2708,3.936660353,3.95656422,4.318382653,3.913618871,3.509274565,1
2722,3.771568381,3.597658365,3.578253348,3.742541335,3.731174977,1
2811,3.787153987,3.771408496,4.056003652,3.761112251,4.084023255,1
2853,4.048645816,3.979094212,3.517977671,4.085821918,4.274903911,1
2868,3.607053655,3.622014417,3.579770833,3.632241344,4.336943423,1
3079,3.873163441,3.711487976,4.105762867,3.813448472,3.532723238,1
3086,3.775031849,3.984656411,3.776273777,3.80219337,3.584415886,1
3097,3.921651992,3.995162691,3.904604392,3.963704071,3.596022154,1
3140,3.628988951,3.80301221,4.172369035,3.673885218,3.807003105,1
3191,3.794080923,3.773487462,3.659189735,3.806132656,4.374911506,1
3223,3.658428429,3.712134385,3.776356809,3.649123995,3.818158704,1
3235,3.699990044,3.617407257,4.101436601,3.64856124,3.64214935,1
3267,3.709225959,3.704746125,4.201355875,3.712715317,3.668450973,1
3343,4.018629094,3.949120236,3.657342984,3.976084683,4.243557729,1
3377,3.758291754,3.569145237,3.662825974,3.704836746,3.554319847,1
3399,4.345926814,4.303194317,4.087973926,4.332308633,4.032095241,1
3426,3.703453512,3.826469807,4.315719895,3.714403582,3.57729007,1
3476,4.089052942,4.152872634,4.067066982,4.120712732,3.922187592,1
3482,4.035946434,4.005613247,3.794119981,3.994655599,4.054497497,1
3527,4.272616743,4.358956904,3.937347724,4.347503019,3.702021947,1
3639,3.803894082,3.732191907,3.767329201,3.834833164,3.527074443,1
3658,3.591468049,3.626452689,3.915667721,3.571463798,3.541318358,1
3688,3.614557835,3.613671119,3.837497166,3.574277573,3.686958493,1
3807,3.86681375,3.670192422,3.72493695,3.826954593,3.544328734,1
