rowId,2,3,4,label
69,3.446414257,3.682721729,3.753554439,0
1018,3.366621799,3.711958021,3.633598627,0
1456,2.96871415,3.072071088,3.688150806,0
1607,3.407956573,3.73335829,3.665772187,0
1634,3.414133134,3.719089669,3.685067161,1
1641,3.379433156,3.714831452,3.646757805,1
1660,3.212773572,3.497904739,3.625819366,1
1664,2.5984047,3.547127221,2.732249352,1
1670,2.829912491,3.629356873,2.997004793,1
1684,2.774160786,3.51444361,3.025464808,1
1692,3.360712833,3.550526604,3.761078878,1
1699,2.844326799,3.714498571,2.937270258,1
1706,3.448187734,3.676247855,3.760967214,1
1712,2.863082976,2.913935195,3.693043982,1
1713,2.888984655,3.077584933,3.581941124,1
1719,2.623657504,3.075354628,3.225878856,1
1733,3.111288381,3.680765719,3.337179273,1
1737,2.672895093,3.447406657,2.942011685,1
1743,3.020257783,3.683611187,3.212842795,1
1748,2.970180678,3.359531339,3.437207348,1
1757,2.59398675,2.636258989,3.592526303,1
1758,3.003592524,3.35206681,3.487416082,1
1764,2.676474403,2.9651523,3.401898606,1
1767,2.699215656,3.619636741,2.814259432,1
1769,3.020119613,3.753565512,3.149042543,1
1770,3.003109803,3.186506334,3.631960888,1
1771,2.901084173,3.290798022,3.407487534,1
1773,2.523075667,2.746641073,3.394279682,1
1774,2.778280534,2.986074551,3.519289008,1
1776,2.543801208,3.715509198,2.476779206,1
1779,2.715616817,3.130028373,3.303147509,1
1782,2.708102278,3.370264761,3.067135537,1
1785,3.002955891,3.713963298,3.161600453,1
1786,3.153025423,3.725321205,3.352554552,1
1793,2.613898135,3.065559931,3.221326399,1
1794,3.118227502,3.656546612,3.367737999,1
1798,2.950141616,3.102333986,3.638365823,1
1807,2.625615499,3.734277042,2.587962232,1
1815,2.916992119,3.054598818,3.638070915,1
1816,3.050389396,3.193543443,3.685127288,1
1826,2.8304162,3.54999932,3.072366568,1
1828,2.771086934,3.724956367,2.819627896,1
1831,2.96042918,3.17420837,3.588486355,1
1835,2.539461087,3.699022257,2.486619957,1
1839,2.982255711,3.257604438,3.543156481,1
1841,3.248222118,3.75445497,3.449977133,1
1846,2.679391719,3.639608283,2.764815168,1
1847,2.925121428,2.972224029,3.720267102,1
1851,2.937404591,3.343676871,3.408168971,1
1855,2.754569465,3.596474865,2.918837101,1
1861,2.78202075,3.347616854,3.193232871,1
1864,2.882328871,3.246596721,3.422356031,1
1867,3.068908585,3.569772465,3.379912242,1
