rowId,12,16,28,label
36,3.963053948,3.879681379,3.830017019,1
58,3.894151737,3.852740518,3.880790996,1
66,3.963053948,3.931281621,3.84917013,1
197,3.93283791,3.932123017,3.925886761,1
241,3.78389534,3.79193346,3.807582006,1
243,3.851190316,3.773924344,3.828141647,1
302,3.938945407,3.957915048,3.96589471,1
303,3.917617384,3.926670122,3.911595728,1
313,3.963053948,3.932948233,3.774155226,1
319,3.820990349,3.79518578,3.863930007,1
321,3.867568052,3.897512506,3.872994308,1
347,3.869368156,3.954306752,3.960511696,1
348,3.844038115,3.916508645,3.942469917,1
349,3.787238391,3.860588156,3.783809922,1
