rowId,1,21,23,25,29,label
5,3.0,3.054797321,3.125670606,3.109808201,3.069348209,0
9,3.0,2.983989881,3.108835088,3.113918373,3.054938026,0
102,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
106,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
114,3.0,2.985437294,3.109195308,3.140034683,3.054938026,0
138,3.0,2.988583005,3.110768898,3.139012056,3.055036456,0
143,3.0,2.978219528,3.105687908,3.13822542,3.054465561,1
145,3.0,2.990879567,3.103659304,3.129395433,3.044701283,1
152,3.0,3.032507162,3.098237054,3.150988587,3.04944562,0
154,3.0,3.028357912,3.087051294,3.123043349,3.077557289,0
156,3.0,2.992249784,3.065570842,3.176455922,3.068974174,0
168,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
224,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
230,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
246,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
248,3.0,2.983989881,3.108835088,3.139995351,3.054938026,0
276,3.0,2.997074494,3.044564363,3.073327963,3.048264457,1
284,3.0,2.978586206,3.086539403,3.110398177,3.030330472,1
334,3.0,2.996785011,3.148629853,3.126956862,3.085392334,1
344,3.0,3.006144948,3.132192473,3.134036585,3.071651476,1
