rowId,0,1,6,label
1018,3.442538928,3.396995696,3.161413741,0
1634,3.470246671,3.273418519,3.310555049,1
1641,3.425221588,3.337103467,3.165277609,1
1648,3.386546196,3.297297053,3.32454199,1
1736,3.396359355,3.203693853,3.24373181,1
1740,3.537207051,3.491245304,3.408192001,1
1781,3.417717408,3.311061952,3.311582172,1
1786,3.222608714,3.166695971,3.481636369,1
1841,3.352488761,3.305696076,3.279869436,1
1843,3.263593084,3.250860236,3.178423405,1
1871,3.394050377,3.436409464,3.415201292,1
1876,3.531434605,3.371404265,3.393198,1
1878,3.478905341,3.300386782,3.388225209,1
1887,3.340366624,3.425285067,3.362651292,1
1899,3.349025293,3.249484261,3.290236364,1
1910,3.437343726,3.164673587,3.285347686,1
1919,3.350757027,3.368594875,3.232350877,1
1936,3.483523298,3.43090299,3.320666546,1
1944,3.503726861,3.359998671,3.435715215,1
1997,3.500263393,3.320529178,3.473346839,1
2015,3.446002396,3.422026448,3.349668324,1
2031,3.346716315,3.230633825,3.274306299,1
2035,3.458701778,3.155122345,3.493464112,1
2053,3.538938785,3.438516722,3.47665123,1
2060,3.352488761,3.310106913,3.19263568,1
2065,3.19490097,3.393653061,3.453669432,1
2088,3.242235032,3.290751524,3.382623487,1
2151,3.243389521,3.235943118,3.155835941,1
2201,3.485255032,3.328423248,3.414019829,1
2242,3.297650519,3.213638598,3.307948269,1
2245,3.495645436,3.448825822,3.177128503,1
2262,3.287260115,3.2326845,3.295564906,1
2264,3.208177597,3.170207495,3.340874107,1
2265,3.255511659,3.223948555,3.15672416,1
2285,3.493336457,3.38443874,3.257903186,1
2307,3.436189236,3.214565345,3.43435472,1
2308,3.368074367,3.242685827,3.286674227,1
2309,3.320163061,3.166303325,3.382955315,1
2387,3.383082728,3.384157544,3.392420134,1
2390,3.515271754,3.541193644,3.410825791,1
2398,3.478905341,3.29920713,3.342749322,1
2400,3.222031469,3.150290571,3.184448014,1
2401,3.365765388,3.403710113,3.332439499,1
2419,3.273983488,3.497987155,3.428932031,1
2470,3.286682871,3.277969097,3.494133171,1
2542,3.317276837,3.164224359,3.279202693,1
2556,3.312081636,3.172511075,3.515918844,1
2559,3.175851897,3.224791287,3.28254181,1
2573,3.504304106,3.404861475,3.423834997,1
2606,3.381928239,3.422503967,3.269669965,1
2608,3.410213227,3.476581091,3.484473114,1
2631,3.263593084,3.255720302,3.231292885,1
2729,3.398091089,3.331260072,3.156674,1
2733,3.356529474,3.282463951,3.211889428,1
2743,3.35479774,3.230409211,3.376057149,1
2771,3.146412419,3.248023412,3.186640395,1
2783,3.313813369,3.295864495,3.45210984,1
2818,3.317276837,3.301959938,3.272579249,1
2865,3.291300828,3.199733101,3.35555017,1
2879,3.418294652,3.412025121,3.430053301,1
2882,3.541247764,3.320304564,3.252834704,1
2883,3.416562918,3.391124867,3.299957384,1
2890,3.248584723,3.373454941,3.280339397,1
2899,3.532011849,3.433936995,3.26542025,1
2905,3.491027479,3.167903915,3.519074298,1
2954,3.376733037,3.283334973,3.328332547,1
2984,3.444847906,3.278446617,3.487232689,1
2990,3.294187051,3.211784246,3.34546028,1
3018,3.37096059,3.361375504,3.44429413,1
3069,3.3969366,3.247995121,3.537864259,1
3084,3.17123394,3.246871193,3.182411516,1
3085,3.156225578,3.238696784,3.311525067,1
3113,3.375001303,3.273361937,3.313421889,1
3117,3.421180875,3.331428962,3.330488658,1
3133,3.52219869,3.386040187,3.531655986,1
3164,3.21221831,3.149250659,3.452968734,1
3168,3.209909331,3.30330848,3.371325897,1
3197,3.354220495,3.392753747,3.48624415,1
3310,3.274560733,3.29381382,3.173041615,1
3316,3.446002396,3.148858013,3.344706336,1
3335,3.365188144,3.306370775,3.222398348,1
3383,3.4887185,3.502622607,3.379787514,1
3390,3.329398975,3.412952725,3.418372951,1
3428,3.526816647,3.385618393,3.201953105,1
3461,3.276869712,3.211335018,3.151474331,1
3501,3.257243393,3.440370216,3.222111278,1
3583,3.380196505,3.54127766,3.205928098,1
3647,3.362879165,3.265215819,3.414965154,1
3652,3.192014747,3.299600633,3.310182321,1
3662,3.374424058,3.357217572,3.373698854,1
3677,3.228958405,3.279907465,3.174638249,1
3761,3.533743583,3.235522181,3.35722706,1
