rowId,1,19,21,25,27,label
114,3.0,3.048152287,2.985437294,3.140034683,3.12642621,0
115,3.0,3.138023504,2.983989881,3.046346354,3.084791757,1
138,3.0,3.043336037,2.988583005,3.139012056,3.125644428,0
143,3.0,3.036207988,2.978219528,3.13822542,3.125553523,1
145,3.0,3.075797559,2.990879567,3.129395433,3.115772154,1
154,3.0,3.145922153,3.028357912,3.123043349,3.157770226,0
155,3.0,2.989336247,3.048640992,3.110929157,3.137552972,1
156,3.0,3.114982566,2.992249784,3.176455922,3.154952173,0
168,3.0,3.046283582,2.983989881,3.139995351,3.12642621,0
259,3.0,2.978162548,3.001532526,3.056552954,3.146352568,1
276,3.0,3.000567741,2.997074494,3.073327963,3.140061948,1
284,3.0,3.0734087,2.978586206,3.110398177,3.099609259,1
332,3.0,3.094137838,3.01492592,3.054488035,3.16338815,1
334,3.0,3.078205684,2.996785011,3.126956862,3.155515784,1
344,3.0,3.12105104,3.006144948,3.134036585,3.151425063,1
346,3.0,3.17377934,3.00628004,3.057359256,3.128662471,1
