0,1,""
1,0,""
2,1,?
3,0,""
4,1,""
5,0,?
6,1,1
7,0,""
8,1,1
9,0,?
10,1,?
11,0,1
12,1,1
13,0,1
14,1,1
15,0,?
16,1,1
17,0,""
18,1,""
19,0,""
20,1,?
21,0,""
22,1,1
23,0,""
24,1,1
25,0,1
26,1,1
27,0,""
28,1,""
29,0,""
30,1,1
31,0,1
32,1,?
33,0,?
34,1,""
35,0,1
36,1,?
37,0,""
38,1,1
39,0,?
40,1,1
41,0,""
42,1,""
43,0,""
44,1,1
45,0,""
46,1,1
47,0,""
48,1,1
49,0,""
50,1,1
51,0,""
52,1,""
53,0,""
54,1,1
55,0,""
56,1,""
57,0,""
58,1,1
59,0,""
60,1,1
61,0,""
62,1,1
63,0,""
64,1,""
65,0,""
66,1,""
67,0,1
68,1,""
69,0,1
70,1,""
71,0,""
72,1,1
73,0,1
74,1,1
75,0,""
76,1,1
77,0,""
78,1,""
79,0,""
80,1,1
81,0,1
82,1,1
83,0,""
84,1,1
85,0,?
86,1,1
87,0,1
88,1,1
89,0,""
90,1,?
91,0,""
92,1,1
93,0,""
94,1,1
95,0,""
96,1,""
97,1,""
98,0,""
99,1,?
100,0,""
101,1,?
102,0,1
103,1,""
104,0,""
105,1,1
106,0,1
107,1,1
108,0,""
109,1,""
110,0,""
111,1,""
112,0,?
113,1,""
114,0,1
115,1,1
116,0,?
117,1,?
118,0,""
119,1,?
120,0,?
121,1,1
122,0,?
123,1,""
124,0,""
125,1,1
126,0,1
127,1,1
128,0,1
129,1,1
130,0,""
131,1,1
132,0,""
133,1,""
134,0,?
135,1,""
136,0,""
137,1,1
138,0,1
139,1,""
140,0,""
141,1,1
142,0,1
143,1,1
144,0,""
145,1,1
146,0,?
147,1,1
148,0,?
149,1,1
150,0,""
151,1,1
152,0,1
153,1,""
154,0,1
155,1,1
156,0,1
157,1,""
158,0,""
159,1,""
160,0,1
161,1,1
162,0,""
163,1,""
164,0,""
165,1,""
166,0,""
167,1,""
168,0,1
169,1,1
170,0,""
171,1,1
172,0,""
173,1,1
174,0,""
175,1,1
176,0,""
177,1,1
178,0,1
179,1,?
180,0,""
181,1,""
182,0,""
183,1,1
184,0,""
185,1,""
186,0,""
187,1,""
188,0,""
189,1,1
190,0,""
191,1,""
192,0,""
193,1,""
194,0,""
195,1,1
196,0,1
197,1,?
198,0,1
199,1,""
200,0,""
201,1,1
202,0,""
203,1,1
204,0,""
205,1,1
206,0,""
207,1,?
208,0,1
209,1,1
210,0,""
211,1,?
212,0,1
213,1,?
214,0,1
215,1,""
216,0,1
217,1,1
218,0,""
219,1,""
220,0,""
221,1,""
222,0,1
223,1,1
224,0,1
225,1,""
226,0,""
227,1,""
228,0,1
229,1,""
230,0,1
231,1,1
232,0,""
233,1,1
234,0,?
235,1,""
236,0,""
237,1,1
238,0,?
239,1,?
240,0,""
241,1,1
242,0,""
243,1,1
244,0,""
245,1,1
246,0,1
247,1,1
248,0,1
249,1,""
250,0,""
251,1,""
252,0,1
253,1,""
254,1,""
255,1,""
256,1,1
257,1,1
258,1,?
259,1,?
260,1,1
261,1,""
262,1,""
263,1,""
264,1,""
265,1,""
266,1,""
267,1,""
268,1,?
269,1,""
270,1,1
271,1,""
272,1,1
273,1,1
274,1,""
275,1,""
276,1,1
277,1,1
278,1,""
279,1,""
280,1,""
281,1,""
282,1,""
283,1,""
284,1,1
285,1,""
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,1,""
292,1,1
293,1,?
294,1,""
295,1,""
296,1,""
297,1,""
298,1,""
299,1,""
300,1,""
301,1,""
302,1,?
303,1,?
304,1,1
305,1,1
306,1,""
307,1,""
308,1,""
309,1,""
310,1,""
311,1,""
312,1,1
313,1,1
314,1,""
315,1,""
316,1,""
317,1,1
318,1,1
319,1,1
320,1,?
321,1,1
322,1,1
323,1,1
324,1,""
325,1,""
326,1,""
327,1,""
328,1,""
329,1,1
330,1,1
331,1,1
332,1,?
333,1,1
334,1,1
335,1,1
336,1,""
337,1,""
338,1,""
339,1,""
340,1,""
341,1,1
342,1,1
343,1,?
344,1,?
345,1,1
346,1,1
347,1,1
348,1,1
349,1,1
350,1,1
