rowId,1,17,19,23,29,31,label
102,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
114,3.0,2.996470763,3.048152287,3.109195308,3.054938026,3.007386974,0
138,3.0,2.989505657,3.043336037,3.110768898,3.055036456,3.007679045,0
143,3.0,2.989304353,3.036207988,3.105687908,3.054465561,3.007153318,1
145,3.0,3.076891571,3.075797559,3.103659304,3.044701283,2.999442653,1
154,3.0,3.169249685,3.145922153,3.087051294,3.077557289,3.029759587,0
168,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
212,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
230,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
246,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
248,3.0,3.007280769,3.046283582,3.108835088,3.054938026,3.007386974,0
284,3.0,3.089754874,3.0734087,3.086539403,3.030330472,2.988928109,1
321,3.0,3.007280769,3.07298487,3.0750503,3.058835862,3.08834896,1
334,3.0,3.022841541,3.078205684,3.148629853,3.085392334,3.048257395,1
