rowId,1,17,21,25,31,label
102,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
114,3.0,2.996470763,2.985437294,3.140034683,3.007386974,0
138,3.0,2.989505657,2.988583005,3.139012056,3.007679045,0
143,3.0,2.989304353,2.978219528,3.13822542,3.007153318,1
145,3.0,3.076891571,2.990879567,3.129395433,2.999442653,1
154,3.0,3.169249685,3.028357912,3.123043349,3.029759587,0
155,3.0,2.991418041,3.048640992,3.110929157,3.064944365,1
168,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
230,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
246,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
248,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
252,3.0,3.007280769,2.983989881,3.139995351,3.007386974,0
284,3.0,3.089754874,2.978586206,3.110398177,2.988928109,1
334,3.0,3.022841541,2.996785011,3.126956862,3.048257395,1
347,3.0,3.01009902,3.146331714,3.166760636,3.006705476,1
