rowId,10,12,14,16,18,4,8,label
16,3.916700418,3.79144935,3.915954904,3.818971404,3.80101706,3.767381501,3.886023374,1
22,3.739041773,3.693841902,3.813661472,3.620515157,3.627001771,3.767381501,3.768819587,1
32,3.724826952,3.726291998,3.730668687,3.6874547,3.627592574,3.6405785,3.732098495,1
38,3.786034091,3.846786489,3.882806808,3.820427667,3.763333441,3.655640203,3.836128442,1
48,3.911908905,3.878079376,3.903041852,3.906476613,3.698472907,3.730891013,3.882769356,1
60,3.839610302,3.850418842,3.839809254,3.765898718,3.761928289,3.767381501,3.935129453,1
62,3.77710768,3.709914263,3.713742325,3.651727721,3.46548914,3.754916642,3.800176481,1
72,3.802999595,3.74230007,3.74145254,3.567086496,3.527954529,3.70505721,3.924124958,1
90,3.762023288,3.725070499,3.666042153,3.501781204,3.560320926,3.767381501,3.668576132,1
169,3.773434187,3.787334826,3.804286871,3.595532161,3.623712438,3.767381501,3.469666929,1
234,3.695137319,3.481959966,3.635758517,3.894519078,3.555626441,3.612974994,3.491104001,0
241,3.61384132,3.78389534,3.863414252,3.79193346,3.875713658,3.571521647,3.749216598,1
243,3.753948702,3.851190316,3.898829409,3.773924344,3.854460735,3.613629015,3.749295483,1
245,3.70901496,3.731145851,3.79673511,3.722663896,3.71951825,3.481593851,3.559813069,1
259,3.500353453,3.672015635,3.709560518,3.686500039,3.670577448,3.475053648,3.653075177,1
287,3.653788339,3.694468724,3.739308024,3.592910888,3.703854,3.493039207,3.508439038,1
289,3.855794967,3.92963951,3.94502842,3.862222407,3.560257056,3.748030193,3.456118384,1
293,3.524506226,3.679167836,3.513444492,3.80657699,3.758223798,3.448527352,3.512541072,1
321,3.774960372,3.867568052,3.880248706,3.897512506,3.931201191,3.527413746,3.822106585,1
331,3.451320306,3.764672797,3.809081397,3.931200717,3.943624011,3.550131335,3.710937521,1
332,3.841402682,3.754450775,3.794805045,3.738747509,3.794789682,3.57408002,3.693208057,1
344,3.601347894,3.691366758,3.726057976,3.721369441,3.648158888,3.504523034,3.568036858,1
347,3.867649524,3.869368156,3.922281228,3.954306752,3.940414516,3.674722208,3.856007529,1
348,3.825306749,3.844038115,3.912002867,3.916508645,3.923648499,3.636712085,3.875610518,1
349,3.747222837,3.787238391,3.860748925,3.860588156,3.715893597,3.731256495,3.681592202,1
