rowId,1,19,23,25,27,33,label
138,3.0,3.043336037,3.110768898,3.139012056,3.125644428,2.969124568,0
141,3.0,3.080806459,3.063902457,3.052462448,3.09648213,2.986355742,1
156,3.0,3.114982566,3.065570842,3.176455922,3.154952173,3.011722079,0
259,3.0,2.978162548,3.127376908,3.056552954,3.146352568,2.995280935,1
276,3.0,3.000567741,3.044564363,3.073327963,3.140061948,3.113849345,1
289,3.0,3.097971572,3.108835088,3.116258615,3.172824081,3.027800238,1
332,3.0,3.094137838,3.141994232,3.054488035,3.16338815,3.021202428,1
334,3.0,3.078205684,3.148629853,3.126956862,3.155515784,3.028056463,1
342,3.0,3.168770441,2.994854086,3.093387177,3.076773943,2.995003357,1
344,3.0,3.12105104,3.132192473,3.134036585,3.151425063,3.001643871,1
