rowId,0,1,17,19,21,23,25,33,label
16,3.347936583,3.0,3.231130427,3.212559782,3.212295146,3.382639752,3.403754349,3.225627776,1
38,3.347936583,3.0,3.263379271,3.324450892,3.212661824,3.378468791,3.362200311,3.213499763,1
88,3.347936583,3.0,3.038865311,3.046283582,3.11265524,3.264961761,3.147704382,3.337512968,1
114,3.347936583,3.0,2.996470763,3.048152287,2.985437294,3.109195308,3.140034683,2.969081864,0
131,3.347936583,3.0,3.007280769,3.187245574,3.219339222,3.219043267,3.331855833,3.125315442,1
138,3.347936583,3.0,2.989505657,3.043336037,2.988583005,3.110768898,3.139012056,2.969124568,0
143,3.347936583,3.0,2.989304353,3.036207988,2.978219528,3.105687908,3.13822542,2.968953751,1
145,3.347936583,3.0,3.076891571,3.075797559,2.990879567,3.103659304,3.129395433,2.962868392,1
149,3.347936583,3.0,3.104168215,3.128699245,3.025270098,3.078424987,3.245168563,3.10609852,1
154,3.347936583,3.0,3.169249685,3.145922153,3.028357912,3.087051294,3.123043349,2.956804386,0
155,3.347936583,3.0,2.991418041,2.989336247,3.048640992,3.213431427,3.110929157,2.985907347,1
156,3.347936583,3.0,2.949848838,3.114982566,2.992249784,3.065570842,3.176455922,3.011722079,0
178,3.347936583,3.0,3.007280769,3.046283582,2.983989881,2.984256052,3.316477102,3.386537472,0
203,3.347936583,3.0,3.007280769,3.046283582,3.159435626,3.281190593,3.229376849,3.066127321,1
205,3.347936583,3.0,3.007280769,3.046283582,3.211040721,3.16459326,3.197832751,3.094675127,1
231,3.347936583,3.0,3.150910922,3.032682493,3.080098099,3.243405473,3.299308775,2.963530309,1
246,3.347936583,3.0,3.007280769,3.046283582,2.983989881,3.108835088,3.139995351,2.969081864,0
276,3.347936583,3.0,3.246107418,3.000567741,2.997074494,3.044564363,3.073327963,3.113849345,1
284,3.347936583,3.0,3.089754874,3.0734087,2.978586206,3.086539403,3.110398177,2.955267032,1
286,3.347936583,3.0,3.066101695,3.349822894,3.266061711,3.3863557,3.425740821,3.250887353,1
287,3.347936583,3.0,3.046394068,3.092615903,3.078573491,3.210303206,3.18365364,3.1293937,1
318,3.347936583,3.0,3.396360462,3.127235105,3.121436212,3.252486794,3.305247876,3.158923704,1
319,3.347936583,3.0,3.064491266,3.046283582,3.119988799,3.254761864,3.353429321,3.197507013,1
321,3.347936583,3.0,3.007280769,3.07298487,2.999274562,3.0750503,3.18672152,3.019814539,1
322,3.347936583,3.0,2.943044774,2.984808973,3.134540124,3.283636293,3.230655132,3.014519209,1
329,3.347936583,3.0,3.06251849,3.022780284,3.031059749,3.212881619,3.235925592,2.943032258,1
331,3.347936583,3.0,3.164317745,3.12825615,3.075524274,3.207004355,3.36316394,3.122240734,1
333,3.347936583,3.0,3.050178576,3.155785832,3.076547113,3.213222879,3.209848614,3.181471559,1
334,3.347936583,3.0,3.022841541,3.078205684,2.996785011,3.148629853,3.126956862,3.028056463,1
335,3.347936583,3.0,3.074838273,3.115233011,3.165321772,3.248808765,3.337971927,3.184033815,1
341,3.347936583,3.0,3.122285544,3.147983508,3.090596668,3.227157683,3.299426771,3.153051866,1
347,3.347936583,3.0,3.01009902,3.162605641,3.146331714,3.300073673,3.166760636,3.069693128,1
348,3.347936583,3.0,3.04762202,3.073119725,3.132147068,3.225394503,3.202788557,2.956761682,1
