rowId,10,14,24,6,8,label
8,3.797728931,3.857440242,3.786454542,3.913227413,3.962699854,1
24,3.929584263,3.903394165,3.783446508,3.913227413,3.962699854,1
36,3.891234415,3.962659408,3.861880133,3.913227413,3.962699854,1
46,3.910790885,3.932437045,3.805591862,3.905128419,3.959505001,1
48,3.911908905,3.903041852,3.844903756,3.86380122,3.882769356,1
58,3.838119609,3.925911588,3.899878173,3.912253098,3.962699854,1
303,3.834481608,3.959503906,3.906482018,3.811614469,3.881408586,1
304,3.783727066,3.871716595,3.913690927,3.843705972,3.93568165,1
347,3.867649524,3.922281228,3.94919956,3.780030422,3.856007529,1
348,3.825306749,3.912002867,3.940002582,3.815329045,3.875610518,1
