rowId,12,14,18,20,8,label
12,3.894505329,3.908403143,3.865414533,3.858822902,3.962699854,1
16,3.79144935,3.915954904,3.80101706,3.786507468,3.886023374,1
46,3.909597276,3.932437045,3.872504163,3.923562434,3.959505001,1
54,3.889699693,3.922082094,3.868703866,3.947126443,3.885727554,1
195,3.957846503,3.875729904,3.821375795,3.839604379,3.827076357,1
319,3.820990349,3.862740262,3.956893116,3.90890257,3.820016126,1
321,3.867568052,3.880248706,3.931201191,3.931827055,3.822106585,1
329,3.865044691,3.939238226,3.930402809,3.937713958,3.770298686,1
330,3.87756506,3.917701154,3.943624011,3.948126724,3.822836274,1
347,3.869368156,3.922281228,3.940414516,3.96749283,3.856007529,1
348,3.844038115,3.912002867,3.923648499,3.946765685,3.875610518,1
