rowId,0,1,4,5,label
82,3.707494225,3.741799731,3.716988761,3.704836746,0
101,3.960327384,4.029267167,4.06528322,3.968768867,0
111,3.886440068,3.75095747,3.810004907,3.85115306,0
149,3.743283393,3.752783531,4.015578406,3.722844908,0
274,3.521044201,3.607182173,3.991195561,3.556832166,0
308,3.489872989,3.54717678,4.031758239,3.453285236,0
320,4.044605104,3.966172045,3.828838908,4.04924284,0
327,3.665932609,3.585719527,4.016488897,3.633929609,0
356,3.779649807,3.737276587,3.71600669,3.792063779,0
543,3.855268857,4.023704968,4.122409398,3.942882134,0
632,3.814861731,3.566448153,3.600809484,3.761675006,0
650,4.081548762,4.025418722,4.019844545,4.040801514,0
712,3.705762491,3.641510405,3.819636646,3.666006647,0
751,3.831024581,3.911279623,3.945536421,3.888857649,0
884,3.973026766,3.728877563,3.700571283,3.932189788,0
1086,3.63129793,3.648870373,3.80151844,3.618735222,0
1157,3.934928619,3.728652092,3.728693443,3.89898724,0
1196,4.027865009,3.715393003,3.874807272,3.95469999,0
1267,3.97591299,4.029716395,4.074239249,3.976647438,0
1321,3.637647621,3.628728835,3.901420535,3.673322463,0
1337,3.674591279,3.649853703,3.832157334,3.676698993,0
1372,3.740974415,3.551699925,3.717939336,3.729035213,0
1429,3.963790852,3.815204811,3.476160919,3.947384175,0
1481,3.90029394,4.117083554,3.953304229,4.022793352,0
1485,3.705762491,3.807226724,4.019323446,3.726784193,0
1620,3.860464058,3.911504237,3.73973673,3.90236377,0
1636,3.684404438,3.595551965,4.000091462,3.682889299,1
1638,4.004197978,4.065562057,3.712141396,4.081882633,1
1642,3.929733417,3.658028969,3.700313597,3.882667343,1
1659,3.994962063,3.986763668,4.022664778,3.963141316,1
1690,3.638802111,3.650837033,3.879059095,3.633929609,1
1706,3.46389698,3.449107018,3.760967214,3.481985744,1
1722,3.944164533,3.974655941,4.083876715,3.940631114,1
1725,3.821211422,3.801523927,3.584623924,3.793752045,1
1730,3.754828286,3.871950727,3.573471836,3.882667343,1
1754,3.892789759,3.839869493,3.762149707,3.882667343,1
1759,3.628411707,3.502397993,3.912615571,3.59622502,1
1763,3.695372087,3.642100231,3.832449379,3.665443892,1
1778,3.854114367,3.768402782,3.74398569,3.868598467,1
1783,3.738665436,3.748738763,3.455692042,3.716091847,1
1805,3.592622538,3.615300857,3.827957049,3.623237263,1
1817,3.773300115,4.012748602,3.580463723,3.862970916,1
1830,3.429262301,3.577123323,4.040845974,3.435277074,1
1833,3.464474225,3.615834101,4.036413771,3.480860234,1
1853,3.712689427,3.641482114,3.643313399,3.673885218,1
1889,3.870854462,3.76494784,3.553217697,3.818513267,1
1893,3.657851184,3.449978041,3.468679428,3.59284849,1
1898,3.9747585,3.9302698,4.081079387,3.958076521,1
1908,3.648038025,3.763711606,4.12061991,3.637306139,1
1909,3.780227051,3.717274789,3.478311168,3.74985715,1
1914,3.843146719,3.688592772,3.851626962,3.771241842,1
1915,3.7317385,3.673085828,3.938472954,3.699209195,1
1917,3.907220876,4.123909421,3.598361465,3.957513766,1
1922,4.008815935,3.842622302,3.789178131,3.940631114,1
1923,3.998425531,3.759076154,3.834336215,3.920371932,1
1929,3.586850092,3.698059998,3.812613264,3.590034715,1
1931,3.627834462,3.665585261,3.761004435,3.622674508,1
1932,3.587427336,3.698818714,4.027085529,3.623237263,1
1934,3.640533845,3.554874527,3.89702269,3.619297977,1
1937,3.579345911,3.536305288,3.454509548,3.578779613,1
1968,3.871431707,3.616199313,3.863995902,3.79994235,1
