rowId,3,label
13,1.169665601,0
25,1.200460268,0
67,1.246580875,0
83,1.156719466,0
95,1.277375542,0
167,1.276138044,0
179,1.223829946,0
239,1.135206036,0
279,1.102602718,0
370,1.14196468,0
405,1.158575714,0
433,1.274281796,0
474,1.141345931,0
488,1.213358807,0
492,1.096415226,0
598,1.123497399,0
656,1.185657886,0
769,1.165381954,1
775,1.11059886,1
804,1.179517991,1
829,1.295842823,1
838,1.274900545,1
857,1.186276635,1
902,1.255814515,1
918,1.187514133,1
926,1.244772224,1
958,1.242297227,1
960,1.188132882,1
963,1.272473145,1
987,1.236157332,1
1048,1.168428103,1
1050,1.179517991,1
1080,1.097033976,1
1101,1.269998149,1
1109,1.287227931,1
1143,1.207218912,1
1146,1.289702928,1
1186,1.233682336,1
1189,1.21150256,1
1207,1.222592448,1
1247,1.12287865,1
1250,1.189370381,1
1265,1.122259901,1
1318,1.2183088,1
1324,1.294605325,1
1353,1.212740058,1
1369,1.245390973,1
