rowId,1,3,6,label
119,3.568976348,3.459785844,2.900720306,0
120,3.2046206,2.261365487,2.873160823,0
795,3.540547236,2.489576873,2.552654211,0
921,3.291481949,2.065226541,2.923640369,0
1105,3.426661042,2.714954775,3.343499408,0
1327,3.392445117,2.586661018,2.513418236,0
1456,2.853300185,3.072071088,3.496416611,0
1513,3.166977167,2.855679648,3.136144643,0
1544,3.203946758,2.467261847,2.736480047,0
1581,3.036179763,3.213901127,3.248870515,0
1633,3.577095032,3.482657447,2.975856997,1
1640,3.077756514,2.71263659,3.121389095,1
1652,3.237881486,3.232964569,2.866396931,1
1653,3.07343055,2.542197406,2.643668492,1
1658,3.591646938,3.331474777,3.256268739,1
1660,3.130317064,3.497904739,3.102930963,1
1712,2.637524075,2.913935195,3.227237637,1
1723,2.46436377,2.120563385,3.377287228,1
1737,2.677471088,3.447406657,3.398827503,1
1752,2.341460436,1.938019308,3.46471082,1
1758,2.981596829,3.35206681,3.155168427,1
1760,2.548752649,1.731120309,2.734829395,1
1770,2.943447586,3.186506334,3.116384664,1
1773,2.43888379,2.746641073,3.12587572,1
1775,2.418151568,2.451929338,3.560386128,1
1791,3.386124203,3.588252699,3.115084361,1
1798,2.882852367,3.102333986,3.350855188,1
1809,3.302718653,3.278171172,2.803899033,1
1811,2.849450882,1.761613561,2.504350068,1
1812,3.367948466,3.219677282,3.120688398,1
1820,3.195491153,2.23404659,3.051088606,1
1821,3.144700081,2.513765355,2.941282821,1
1826,3.085846907,3.54999932,3.126381179,1
1830,3.577123323,3.513406352,2.777281015,1
1831,3.040562309,3.17420837,3.133120377,1
1832,2.912827201,1.920095651,2.759022752,1
1839,2.796159907,3.257604438,3.518955458,1
1847,2.882094509,2.972224029,3.419761228,1
1851,2.892376175,3.343676871,3.233520764,1
1864,2.923726984,3.246596721,3.108819755,1
1871,3.436409464,3.48211818,3.415201292,1
1873,2.937689064,2.628871689,3.129999649,1
1882,2.939515125,2.124407497,2.712115374,1
1884,2.86846935,2.075832137,2.685172473,1
1887,3.425285067,2.927169221,3.362651292,1
1919,3.368594875,3.338344114,3.232350877,1
1921,2.728373609,3.077666156,3.422883499,1
1928,3.525461229,3.406475581,2.930448247,1
1938,3.026319891,2.118773815,3.552005539,1
1943,2.95386985,2.358401696,3.045832603,1
1950,3.058485141,3.566121423,3.325528986,1
1951,3.131665606,2.847895553,3.029447239,1
1954,2.941537509,2.232167808,3.356618966,1
1955,2.783631243,3.139970869,3.342967711,1
1959,3.030111754,3.302523431,3.21945048,1
1965,3.241027798,3.27787291,3.309193782,1
1967,3.312916304,3.22411126,2.925478542,1
1969,2.8220051,3.582565756,3.380755217,1
1974,2.847232175,1.892925885,2.935751324,1
1983,2.928137822,3.279406827,3.429641989,1
1992,2.597773385,3.590807895,3.390622088,1
1995,2.664885841,2.452825454,3.43697076,1
1999,3.001092816,3.26885316,3.113355768,1
2005,2.987805436,3.410438199,3.521728923,1
2006,2.89392104,2.589546432,3.234668272,1
2015,3.422026448,3.116579971,3.349668324,1
2028,3.043624605,2.639141741,2.802357961,1
2037,3.261563697,3.582923936,3.137775231,1
2057,2.789221733,2.527377534,3.094101248,1
2060,3.310106913,3.361805583,3.19263568,1
2062,2.83498385,2.954976787,2.884901365,1
