rowId,12,20,28,3,35,36,4,43,51,59,label
434,16.0,16.0,16.0,14.0,16.0,16.0,15.0,15.0,16.0,14.0,1
816,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
839,16.0,16.0,16.0,15.0,14.0,16.0,16.0,16.0,16.0,16.0,1
1177,16.0,16.0,16.0,14.0,16.0,16.0,16.0,15.0,16.0,15.0,7
1225,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,1
1323,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,15.0,1
1591,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,15.0,1
1751,16.0,16.0,16.0,15.0,16.0,14.0,15.0,16.0,16.0,16.0,1
1860,16.0,16.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,16.0,1
1861,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,1
2153,14.0,14.0,16.0,14.0,15.0,15.0,16.0,15.0,16.0,14.0,7
2256,16.0,16.0,16.0,15.0,16.0,16.0,14.0,16.0,16.0,16.0,1
2317,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,1
2351,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,15.0,1
2528,16.0,14.0,16.0,15.0,16.0,16.0,15.0,16.0,16.0,16.0,7
2748,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2787,15.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,16.0,14.0,7
2864,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,1
2965,16.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,16.0,15.0,1
3622,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,15.0,7
3723,16.0,16.0,16.0,15.0,16.0,16.0,14.0,16.0,16.0,16.0,1
3743,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,14.0,1
