rowId,5,6,label
3,4.233826498,3.724685036,0
25,4.277158637,3.099992355,0
27,4.269280066,3.218322264,0
30,4.286725473,2.872124439,0
40,4.074566817,2.977884235,0
46,4.044740799,3.119522369,0
69,3.442030135,3.138610203,0
82,3.704836746,3.234472262,0
84,3.901801015,4.238119606,0
91,4.162919361,3.758475171,0
101,3.968768867,3.47330131,0
104,4.286725473,3.454280613,0
111,3.85115306,4.127527466,0
119,3.532070944,2.900720306,0
122,3.99803213,3.23531032,0
124,4.196684664,4.053928759,0
152,4.212441806,3.630857933,0
180,4.156729055,2.976175706,0
185,4.10495559,2.866102916,0
203,3.315410248,4.288775098,0
218,3.485925029,4.069418188,0
274,3.556832166,3.217884714,0
288,3.991279069,3.30093975,0
292,4.343000979,3.927458258,0
293,3.529257169,3.890541993,0
296,3.94794693,3.494204938,0
298,3.567524512,3.669319899,0
313,3.942882134,2.968029712,0
316,4.281660678,3.043367815,0
320,4.04924284,3.265157103,0
335,4.151101505,3.05429422,0
356,3.792063779,4.258155851,0
389,4.149975995,4.270269893,0
392,4.094263244,3.645547887,0
408,4.254648435,3.552565788,0
421,3.970457132,3.734259435,0
435,3.860719896,3.094856736,0
442,3.958639276,2.849469838,0
452,4.1060811,3.348601072,0
459,3.761675006,3.026360466,0
480,3.840460714,3.582417972,0
481,4.077943348,3.086520905,0
491,3.965955092,2.975623946,0
492,4.217506601,3.449814824,0
510,4.251271905,3.488748295,0
514,3.869723977,3.045038531,0
518,3.64293369,3.83055287,0
521,3.362118917,4.039544396,0
527,4.111708651,2.852967924,0
537,4.2563367,3.650093161,0
543,3.942882134,3.958928683,0
544,4.195559154,3.328362643,0
547,4.288413738,3.812136409,0
557,4.011538251,2.893883875,0
568,3.824703573,3.681476384,0
575,4.089761204,3.566163024,0
576,4.217506601,4.295612301,0
606,4.323867307,3.431058818,0
633,4.001971415,3.222715514,0
650,4.040801514,3.068739547,0
651,4.292915779,3.119290089,0
663,4.347503019,4.268773579,0
683,4.282223433,3.329639796,0
684,4.172486197,3.135380667,0
686,4.332308633,3.18127404,0
701,4.085821918,3.980059189,0
733,3.906303056,4.188657151,0
745,3.90236377,3.839055387,0
751,3.888857649,3.842160681,0
767,4.201186705,4.197783196,0
775,3.734100009,3.492155321,0
776,3.897298975,4.113293583,0
802,3.781934188,2.986066499,0
811,4.007036211,3.077110105,0
819,4.10383008,3.896811229,0
821,3.703711236,3.846468273,0
823,4.042489779,2.964486096,0
835,3.08411792,4.05225187,0
836,4.146599464,2.890639676,0
842,3.740853069,3.130172509,0
846,4.333996898,2.868548412,0
849,3.525880638,3.757549911,0
857,4.021667842,3.121904586,0
877,4.132530588,3.486601444,0
891,4.315988736,3.901624281,0
895,3.231559744,3.817963465,0
896,3.326102594,2.948610049,0
899,4.131967833,3.635511244,0
907,4.067251002,2.879769604,0
912,3.318224023,4.003724708,0
921,2.918667933,2.923640369,0
926,3.85002755,3.142542752,0
932,4.012101006,4.274690152,0
947,4.204563235,3.401941286,0
953,4.00365968,3.785081613,0
972,4.179802013,3.509911984,0
973,4.137032628,3.136667851,0
981,4.241705069,3.928564094,0
988,4.317677001,4.241312101,0
993,3.842711734,3.867087918,0
996,4.085259163,3.2786818,0
997,3.723970418,3.750603128,0
1009,3.278831169,4.152095866,0
1011,3.993530089,3.037343977,0
1018,3.449908706,3.161413741,0
1019,4.245644354,3.454183379,0
1057,3.521378598,4.110138129,0
1059,3.380689834,2.938495465,0
1062,4.188806094,3.20078862,0
1072,4.149975995,4.317469742,0
1073,3.558520431,4.053364652,0
1075,4.050931105,3.429718386,0
1085,4.163482116,3.732207503,0
1086,3.618735222,3.153587999,0
1102,4.048680085,3.848831969,0
1105,3.176972504,3.343499408,0
1113,4.059372431,3.026271721,0
1135,3.812322961,3.676452661,0
1149,3.734100009,2.877594201,0
1157,3.89898724,3.874075601,0
1163,4.209628031,4.226807354,0
1168,3.941756624,3.693209981,0
1182,4.25521119,3.992212587,0
1235,3.739164804,3.002571476,0
1238,4.238328538,2.882810076,0
1243,3.290649025,3.782751099,0
1249,3.653626036,2.869269945,0
1254,4.315425981,4.125430775,0
1263,4.027858148,3.148538038,0
1285,3.981149478,2.991660504,0
1299,4.101016305,3.228326496,0
1303,4.086947429,3.015839199,0
1304,4.30304537,4.162003636,0
1307,3.794877555,2.866489534,0
1310,3.619297977,3.034680091,0
1315,4.226510682,3.149538152,0
1316,4.039113249,4.286443813,0
1318,4.295729554,4.280274125,0
1322,4.276595882,3.618016185,0
1328,3.978898458,4.182232805,0
1329,4.081882633,4.014364043,0
1330,3.537698494,3.862828943,0
1339,3.848339285,2.919359786,0
1341,4.014914781,3.501025935,0
1351,4.228198947,3.316305707,0
1352,3.964266826,3.2018551,0
1359,3.85002755,3.448472849,0
1371,3.920371932,3.260748419,0
1372,3.729035213,3.221102675,0
1374,4.169109667,4.170070146,0
1388,4.196684664,3.289562675,0
1402,3.705962256,4.208396295,0
