rowId,1,17,19,29,31,label
102,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
114,3.0,2.996470763,3.048152287,3.054938026,3.007386974,0
138,3.0,2.989505657,3.043336037,3.055036456,3.007679045,0
143,3.0,2.989304353,3.036207988,3.054465561,3.007153318,1
145,3.0,3.076891571,3.075797559,3.044701283,2.999442653,1
154,3.0,3.169249685,3.145922153,3.077557289,3.029759587,0
168,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
212,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
230,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
231,3.0,3.150910922,3.032682493,3.071041209,3.144874368,1
246,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
248,3.0,3.007280769,3.046283582,3.054938026,3.007386974,0
284,3.0,3.089754874,3.0734087,3.030330472,2.988928109,1
321,3.0,3.007280769,3.07298487,3.058835862,3.08834896,1
323,3.0,3.099095363,3.104656527,2.995289315,3.132198501,1
329,3.0,3.06251849,3.022780284,3.072950755,3.114245891,1
331,3.0,3.164317745,3.12825615,2.985131317,3.139792338,1
334,3.0,3.022841541,3.078205684,3.085392334,3.048257395,1
348,3.0,3.04762202,3.073119725,3.099074134,3.015993323,1
