rowId,11,20,27,28,3,35,43,44,51,52,label
180,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,1
388,16.0,16.0,16.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,1
434,14.0,16.0,16.0,16.0,14.0,16.0,15.0,16.0,16.0,16.0,1
816,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1109,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1137,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1152,16.0,15.0,16.0,15.0,16.0,16.0,15.0,16.0,16.0,16.0,1
1172,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1199,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,1
1222,16.0,16.0,16.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1225,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1267,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1298,16.0,14.0,16.0,16.0,15.0,16.0,15.0,14.0,14.0,16.0,8
1323,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1413,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,14.0,1
1591,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1607,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1704,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,15.0,1
1751,16.0,16.0,16.0,16.0,15.0,16.0,16.0,14.0,16.0,15.0,1
1792,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,8
1854,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1860,14.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,15.0,1
1861,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
1868,16.0,15.0,16.0,15.0,14.0,16.0,16.0,16.0,16.0,15.0,1
1898,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
1917,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
2008,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2064,16.0,16.0,14.0,16.0,15.0,16.0,14.0,16.0,16.0,16.0,1
2088,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,15.0,16.0,1
2256,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
2277,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
2317,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2351,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2483,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,1
2484,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,15.0,16.0,1
2506,14.0,16.0,14.0,16.0,16.0,16.0,15.0,16.0,15.0,16.0,1
2542,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,1
2564,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2600,16.0,15.0,16.0,15.0,14.0,15.0,16.0,15.0,16.0,14.0,1
2611,15.0,16.0,16.0,16.0,16.0,15.0,16.0,14.0,14.0,14.0,1
2625,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2629,16.0,16.0,15.0,16.0,16.0,15.0,16.0,15.0,16.0,14.0,1
2654,16.0,16.0,16.0,16.0,14.0,16.0,16.0,14.0,16.0,16.0,1
2703,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1
2751,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
2847,16.0,16.0,14.0,16.0,15.0,16.0,16.0,16.0,16.0,16.0,1
2864,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,1
