rowId,12,16,20,6,label
12,3.894505329,3.91082922,3.858822902,3.913207114,1
16,3.79144935,3.818971404,3.786507468,3.868794585,1
20,3.963053948,3.872610414,3.951471928,3.913227413,1
38,3.846786489,3.820427667,3.77584873,3.80574828,1
46,3.909597276,3.858241955,3.923562434,3.905128419,1
48,3.878079376,3.906476613,3.895406969,3.86380122,1
241,3.78389534,3.79193346,3.890848309,3.793569342,1
347,3.869368156,3.954306752,3.96749283,3.780030422,1
348,3.844038115,3.916508645,3.946765685,3.815329045,1
349,3.787238391,3.860588156,3.902868085,3.825762336,1
