3.347936583,3,3.711356868,2.7660767,3.48351744,2.798552599,3.576236183,2.046681767,3.962699854,2.702913877,3.667701472,2.327852208,3.31622178,1.903023464,3.4001068,2.010926389,3.746918761,2.231416244,3.355647777,2.426104758,3.38209857,2.411316134,3.011568197,2.210997707,3.297303248,2.133671783,2.746494353,2.287046552,2.712121301,2.383840816,3.122761696,1.946450055,2.688224476,2.001830111
3.347936583,3,3.720619323,2.472941664,3.633403512,1.963892126,1.662803149,0.973441034,3.962699854,2.531187417,3.057777392,1.31762106,2.909221382,1.402652299,1.681108398,0.717388133,2.470957549,1.754427247,2.954812229,1.119783757,2.23223397,2.109752477,2.100588376,2.431357187,1.963689597,2.617492158,1.554215318,2.791877928,2.0122253,2.826717728,2.092233024,2.884950956,2.068724399,2.916833188
3.347936583,3,3.720619323,2.82325389,3.767381501,2.759035238,3.913227413,2.539163863,3.745075121,2.649963679,3.451888189,2.79471125,3.729088589,2.827948308,3.309041442,2.851337923,3.737517776,2.73262207,3.632255123,2.881760497,3.61029394,2.453233212,3.118215211,2.880152644,3.309698423,2.349033011,3.093372272,2.723808325,3.09125913,2.713089887,3.440688706,2.536569078,3.403866741,2.152618894
3.347936583,3,3.720619323,1.876432255,3.767381501,4.918601484,3.328963134,0.850483736,1.990568153,2.625203985,2.154949913,2.686671406,2.355817848,2.811236938,0.941020467,3.161501746,3.257258513,2.215553517,0.829376266,1.996976922,1.300430742,4.913873776,2.399643895,3.108835088,4.043935346,4.923593796,2.950580071,4.944524585,4.079302659,2.659268245,2.832552027,4.954524675,1.712012967,5
3.347936583,3,3.720619323,2.84509177,3.654659173,2.890238952,3.752993178,2.324223829,3.512107203,2.286277254,3.091921357,2.276924336,3.26244366,2.796849397,2.999679632,2.2458018,3.238585989,2.568841421,3.146391917,2.703116168,2.545978008,2.297433685,2.437887093,2.106306573,2.371987008,1.858604894,2.208180737,2.159088789,2.385059792,1.830525203,2.283297201,1.847418632,2.243406622,1.566310597
3.347936583,3,1.758365145,2.886071776,1.652895293,2.4892061,1.867916773,2.543734195,2.280589841,2.762374344,2.22213757,2.559311305,2.355817848,2.811236938,2.402784125,2.505787892,2.376429918,2.802031568,2.241314415,2.941982881,2.478024457,3.054797321,2.424802586,3.125670606,2.375911283,3.109808201,1.887958912,3.294109423,2.206378458,3.069348209,2.383160124,3.007386974,2.330824265,3.225542367
3.347936583,3,3.672157193,2.659311212,3.663526919,2.297131329,3.76720194,2.226384156,3.686522531,2.060112535,3.570504749,1.718051562,3.613078287,1.785437655,3.615967694,1.504502191,3.319570376,1.636684743,3.030546723,1.627589846,3.043527873,1.506432173,2.927959853,1.596804667,2.709198005,1.534589591,2.215329064,1.626313241,2.422827713,1.432906505,2.308582276,1.424013539,2.066925918,1.240092666
0.134101307,3,1.711409921,2.899482591,1.843792287,2.748510296,3.913227413,0.850483736,1.990568153,2.625203985,0.380315563,0.665724081,2.355817848,2.811236938,2.472817903,2.844814818,4.000049582,5,0.829376266,1.119783757,2.447884827,2.983989881,2.399643895,3.108835088,4.043935346,5,3.887940836,4.944524585,2.342846544,3.054938026,4.132992314,4.954524675,2.331570443,2.969081864
3.347936583,3,3.647383641,2.736423396,3.767381501,2.437471126,3.913227413,2.361516204,3.962699854,1.877576961,3.797728931,1.806164866,3.874816686,1.989449741,3.857440242,1.832948161,3.972623301,2.297544493,3.775995776,1.774408398,3.683412879,1.814692528,3.553018351,1.891198713,3.786454542,1.853059112,3.066115641,1.858993471,2.784514157,1.796625837,3.172579418,1.590279627,3.075739674,1.401408052
3.347936583,3,1.673958258,2.707857454,1.843792287,2.748510296,1.883404323,2.77079137,2.216771659,2.071107658,1.34459863,1.915235393,2.355817848,2.811236938,1.957276158,3.686971665,1.781142081,3.309598589,3.443725253,3.472329018,2.447884827,2.983989881,2.399643895,3.108835088,2.059272474,3.113918373,2.350662983,3.084719033,2.342846544,3.054938026,2.673544776,3.476374561,2.174528637,3.781850914
3.347936583,3,3.720619323,3.050240988,3.767381501,2.349473929,3.913227413,2.246163324,3.962699854,1.734289015,3.929584263,1.851029896,3.902493292,1.763007641,3.862326676,1.557276073,3.825783477,1.669134891,3.541894275,1.678526501,3.60632561,1.511102492,3.444433505,1.581808164,3.280983799,1.387213365,2.865303818,1.553771116,3.042690452,1.40770837,2.92553811,1.272623583,2.771528573,1.065368138
3.347936583,3,3.720619323,1.67144161,3.767381501,0.578419109,3.913227413,0.850483736,3.962699854,3.373719714,3.929584263,1.855678075,3.963053948,4.831958872,4.00461534,0.663174368,4.000049582,2.416374037,4.02290332,1.243099011,4.087690593,4.913873776,4.055910615,5,4.043935346,2.335896192,3.887940836,1.985660385,4.079302659,1.086333716,4.132992314,1.060249274,4.244847807,0.833868281
3.347936583,3,3.720619323,2.529869666,3.767381501,2.527833723,3.913207114,2.478962219,3.962699854,2.226796119,3.824082251,1.976288212,3.894505329,2.209364909,3.908403143,2.094068706,3.91082922,2.441496732,3.865414533,2.210510163,3.858822902,2.071000408,3.774129958,2.137759415,3.768717513,2.213004008,3.427348331,2.065202189,3.484097597,1.700656377,3.585539815,1.750762716,3.569977482,1.533663181
3.347936583,3,3.720619323,0.935409891,3.767381501,3.232006613,3.618740679,2.004665436,3.962699854,2.375333616,3.929584263,3.396973762,3.963053948,2.968287446,4.00461534,2.522651973,4.000049582,0.994244277,4.02290332,1.119783757,3.46179313,3.288969433,4.055910615,4.290904537,4.043935346,2.805439127,3.887940836,3.77955987,4.079302659,1.745934276,4.132992314,4.729201901,4.244847807,2.567106555
