rowId,14,18,20,22,24,30,label
11,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
14,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
25,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
30,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
35,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
69,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
80,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
81,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
101,4.00461534,3.995918016,4.087690593,4.055910615,4.026146455,4.070628294,1
105,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
129,4.00461534,3.998712353,4.087690593,4.055910615,3.9751136,4.132992314,1
147,4.00461534,3.988381293,4.087690593,4.055910615,4.006559658,4.132992314,1
173,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
175,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
189,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
214,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
216,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
222,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
228,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,0
302,3.995148832,3.97921587,4.076113564,3.977701701,3.998157908,4.082807126,1
312,4.00461534,4.02290332,4.087690593,4.055910615,4.043935346,4.132992314,1
320,4.001980649,4.011949522,4.087690593,4.055910615,4.043935346,4.116491396,1
334,4.00461534,3.989387254,4.055074856,4.024805926,3.994268208,4.107864723,1
335,4.00461534,4.02290332,4.084017428,3.985502717,4.043935346,4.132992314,1
