rowId,0,3,label
4,1.963241652,2.096551762,0
7,2.583398962,2.280577265,0
9,2.387603505,2.217184039,0
10,2.278238059,2.183333704,0
21,1.963227581,2.096551762,0
23,2.176625634,1.777134435,0
26,2.249568763,2.264575461,0
43,2.186675717,2.598768993,0
61,2.02213155,2.342737752,0
63,2.478465824,2.443056021,0
77,1.864723048,2.223952203,0
78,1.934786936,2.151330096,0
87,2.15558624,2.485526007,0
90,2.368256128,2.074990735,0
97,2.607811835,2.528606176,0
111,2.381412345,2.55445561,0
114,2.474244578,1.817115146,0
119,2.174465763,2.426440227,0
133,2.000058,2.37474136,0
141,2.456585699,2.095323783,0
145,2.030169506,2.098408009,0
166,2.240211668,1.705121558,0
170,2.048144978,2.299644257,0
180,2.425242948,2.497215606,0
181,1.805975617,2.553840192,0
187,2.491657217,2.590767615,0
190,2.174465763,2.426440227,0
204,2.140421414,2.126708641,0
216,2.312957806,2.510142703,0
217,2.314013118,2.370433914,0
222,2.233914976,2.289806146,0
224,1.720653684,2.390129174,0
226,2.048144978,2.299644257,0
235,2.567358228,2.527375341,0
242,2.424539407,2.393817871,0
247,2.571966421,2.427668206,0
248,1.981027168,2.355664849,0
265,2.408146902,2.606154477,0
266,1.841760174,1.799266615,0
268,2.174465763,2.426440227,0
285,2.47171183,2.139635738,0
286,2.31946556,1.741437371,0
293,2.52774887,2.405512229,0
298,2.249498409,2.29596032,0
300,1.963227581,2.096551762,0
302,2.44012284,1.907595304,0
305,2.209185511,1.717448944,0
313,2.595781284,2.007309102,0
314,2.262900865,2.13717502,0
315,1.963227581,2.096551762,0
318,2.403186938,1.830061282,0
320,2.030169506,2.098408009,0
326,1.790761543,1.842959821,0
330,2.220547697,2.486139997,0
338,2.186580739,2.507681985,0
351,2.030169506,2.098408009,0
352,1.963227581,2.096551762,0
353,2.160050208,2.475059628,0
373,2.519482264,2.207336409,0
380,2.378563004,2.422746771,0
392,2.15253639,2.487367976,0
395,2.29121839,1.733441229,0
397,1.707363794,2.014067746,0
400,2.306450052,2.208564388,0
404,1.981027168,2.355664849,0
407,1.825606169,2.028870129,0
409,2.073595574,2.370433914,0
417,2.25259399,2.359967535,0
419,2.535909946,1.886700623,0
435,2.27440376,2.214104573,0
436,1.981027168,2.355664849,0
437,2.037908457,2.347659187,0
452,2.11872421,1.853430959,0
459,2.119853394,1.906357806,0
460,2.187143571,1.86947084,0
466,2.250975845,2.360586284,0
469,1.912431922,2.151944086,0
471,1.986581624,2.245494191,0
476,1.981027168,2.355664849,0
479,2.584806044,2.547685543,0
480,2.180663959,2.245494191,0
498,2.048144978,2.299644257,0
499,2.15854463,2.356892828,0
501,2.3046912,2.476906356,0
502,2.552759752,2.452903651,0
522,2.033353029,2.068232091,0
523,2.597364251,2.537837913,0
524,1.963899463,2.476906356,0
525,2.295791406,1.712498951,0
533,1.863361345,2.123015185,0
538,2.101585952,1.924206338,0
546,2.35773819,2.256574559,0
569,2.488983762,2.309501406,0
574,2.258151963,2.183333704,0
579,2.255056383,2.03067878,0
584,1.965496501,2.302114494,0
589,2.176720612,1.946386113,0
591,2.384507925,1.747577266,0
596,2.077823855,2.366740458,0
605,2.222130665,1.781418083,0
618,2.501436437,2.442442031,0
627,2.556347811,2.417206587,0
635,2.514627831,2.187641149,0
636,2.6046459,2.403665501,0
641,2.178880482,2.412285152,0
643,1.981980466,2.27565107,0
648,2.120979059,2.399358055,0
658,2.213266048,1.94886111,0
661,1.805226346,2.248573658,0
666,2.278765714,2.511989431,0
668,2.048144978,2.299653776,0
671,2.030158953,2.09839849,0
674,2.331249872,2.311348134,0
675,1.78874238,2.233799833,0
676,1.952818692,2.004215357,0
679,2.121119767,2.063948444,0
686,2.115343696,2.259649267,0
691,2.048144978,2.299644257,0
693,2.391895105,1.740199873,0
711,2.454475076,1.706977806,0
716,2.030169506,2.098408009,0
723,2.11069329,2.310734145,0
728,1.981041239,2.355660089,0
731,2.205597451,1.75190851,0
738,2.173526536,1.77099454,0
739,2.488209867,2.367968437,0
742,2.080265142,1.775278188,0
745,2.113841636,2.534760826,0
747,1.839130338,2.20671766,0
748,2.148448817,2.314427601,0
749,2.158031045,2.361200274,0
752,1.982778985,2.298425797,0
802,2.058662916,2.412899141,1
803,2.168643961,1.770375791,1
818,1.933235629,2.288578167,1
831,1.708770876,2.35443211,1
850,2.14159281,2.537222495,1
863,1.918538657,2.273190353,1
864,2.057864397,1.718020097,1
911,2.561870608,2.568611161,1
924,2.406880528,2.511375441,1
925,2.46038482,1.748196015,1
932,1.940703716,2.281805244,1
933,1.811424542,2.297193058,1
940,1.913796791,2.569842091,1
946,1.846972639,2.571073021,1
953,1.814993605,2.501527811,1
985,2.111632517,2.469524204,1
986,2.144832616,1.902692907,1
1001,1.834716322,2.204875692,1
1033,2.377789108,2.508909964,1
1046,2.160472332,2.510756692,1
1054,1.740373937,2.254727831,1
1062,1.806211303,2.539069223,1
1108,2.357527128,1.807262757,1
1115,1.7423931,2.252262354,1
1123,1.941125841,2.583997548,1
1168,2.107970586,2.497834355,1
1169,2.193201059,1.752527259,1
1229,1.931406422,2.250415626,1
1277,2.045232319,2.564302954,1
1290,1.886232055,2.256574559,1
1351,2.311163777,2.598153099,1
1352,2.371422062,1.888509274,1
1359,1.870686965,2.271343625,1
1360,1.760379125,2.183947693,1
1367,1.990292803,2.300886515,1
