rowId,13,15,5,7,label
66,2.922154365,2.940457935,2.802263455,2.919884054,1
151,2.811236938,2.844814818,2.893190276,2.89881828,1
207,2.912838836,2.970390042,2.786617097,2.821007414,1
233,2.900007252,2.955162192,2.781343776,2.814151916,1
258,2.913485467,2.97082637,2.787137919,2.821621913,1
260,2.907888068,2.901733817,2.974959312,2.896033833,1
318,2.906837292,2.962776117,2.784512109,2.818203765,1
319,2.898532125,2.954289536,2.780106824,2.812654076,1
321,2.779228702,2.918248836,2.868841853,2.797406833,1
333,2.883012981,2.926190007,2.790913878,2.808314181,1
334,2.858117686,2.86410052,2.772489804,2.815342507,1
