rowId,1,2,3,label
49,2.232345548,2.342845143,2.608616147,0
61,2.614179276,2.088368961,2.342737752,0
65,2.115290763,2.161523903,2.662778588,0
133,2.616309094,2.147417273,2.37474136,0
224,2.37373137,2.398297192,2.390129174,0
235,2.018341459,2.180618897,2.527375341,0
242,2.277122836,1.999715288,2.393817871,0
248,1.793398626,1.851410059,2.355664849,0
265,2.474207653,1.994935739,2.606154477,0
290,2.271125269,1.818199154,2.373508621,0
294,1.86990168,2.586370125,2.627081524,0
312,2.063459518,2.427531327,2.654777686,0
317,2.636397535,1.845038874,1.858380952,0
319,2.055706982,1.987975231,2.549531795,0
329,2.168178398,2.349596836,2.619694612,0
330,2.090618954,2.260131103,2.486139997,0
338,2.629343578,2.189365936,2.507681985,0
353,2.583152091,2.150201476,2.475059628,0
392,2.620534652,2.064703233,2.487367976,0
404,1.793398626,1.851410059,2.355664849,0
436,1.793398626,1.851410059,2.355664849,0
466,2.285590992,2.125538075,2.360586284,0
476,1.793398626,1.851410059,2.355664849,0
479,2.094486703,2.125352462,2.547685543,0
501,2.111405976,2.142243295,2.476906356,0
522,1.836756604,2.609432609,2.068232091,0
524,2.451648623,2.15298568,2.476906356,0
536,1.785281465,2.638457928,2.431980412,0
555,2.308507831,1.822175924,2.377816067,0
596,2.555311113,1.923358513,2.366740458,0
659,2.138565412,1.983798926,2.479985823,0
686,2.664255551,1.953195891,2.259649267,0
728,1.793390107,1.851400778,2.355660089,0
745,2.188624649,2.352381039,2.534760826,0
757,2.212257106,2.130920869,2.656005665,0
807,2.241870093,1.854978479,2.092244316,1
868,2.256676586,1.806271163,2.011640346,1
921,1.97426275,1.835693231,2.346431208,1
929,2.126570278,1.858755715,2.195028062,1
975,1.776114729,2.303077439,2.454136389,1
990,2.260544335,1.830526214,2.116247022,1
1043,1.950647331,1.869688354,2.523682361,1
1051,2.101182851,1.86909207,2.419667304,1
1104,1.97531914,1.846827724,2.351352644,1
1112,2.145261559,1.834103915,2.224566192,1
1165,2.086035587,1.833707166,2.04976481,1
1173,2.20414676,1.925145043,1.950051012,1
1226,2.097655872,1.860345031,2.041768668,1
1234,2.281007624,1.867702289,1.855287207,1
1287,2.119175551,1.821579641,2.015305245,1
1295,2.234816136,1.92236084,1.879894383,1
1348,2.071927674,1.797923193,2.375974098,1
1356,2.170648987,1.877641894,2.25595581,1
