rowId,1,17,21,23,29,label
15,3.0,3.080213081,2.983989881,3.108835088,3.054938026,0
102,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
114,3.0,2.996470763,2.985437294,3.109195308,3.054938026,0
138,3.0,2.989505657,2.988583005,3.110768898,3.055036456,0
143,3.0,2.989304353,2.978219528,3.105687908,3.054465561,1
145,3.0,3.076891571,2.990879567,3.103659304,3.044701283,1
149,3.0,3.104168215,3.025270098,3.078424987,3.076002092,1
154,3.0,3.169249685,3.028357912,3.087051294,3.077557289,0
168,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
224,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
230,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
246,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
248,3.0,3.007280769,2.983989881,3.108835088,3.054938026,0
284,3.0,3.089754874,2.978586206,3.086539403,3.030330472,1
321,3.0,3.007280769,2.999274562,3.0750503,3.058835862,1
334,3.0,3.022841541,2.996785011,3.148629853,3.085392334,1
